"RA"	"PLOT"	"QUAD"	"INV"	"DATE"	"CREW"	"TYPE"	"CODE"	"CERT"	".STEMS"	"%COVER"	"NOTES"
1.00	"F2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"GAUPRO"		1.00	1.00	
1.00	"F2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			1.00	
1.00	"F2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		60.00	1.00	
1.00	"F2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		1.00	1.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			2.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		7.00	1.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	6.00	
1.00	"F2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		35.00	1.00	
1.00	"F2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		1.00	1.00	
1.00	"F2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			3.00	
1.00	"F2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			1.00	
1.00	"F2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		8.00	1.00	
1.00	"F2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"BAZZSP"			3.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"ULOCRI"			1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		50.00	1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		3.00	1.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		3.00	2.00	
1.00	"F2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		3.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		18.00	8.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"MOSS__1"			15.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"MOSS__2"			2.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"MOSS__3"			1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"POLYSP"			1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		6.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		8.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		4.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		60.00	1.00	
1.00	"F3"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"OSTVIR"		2.00	1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			2.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"ULOCRI"			1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		8.00	1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		1.00	1.00	
1.00	"F3"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		4.00	1.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MITREP"		1.00	1.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"FRULSP"			2.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		8.00	1.00	
1.00	"F3"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		15.00	1.00	
1.00	"F3"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		2.00	1.00	
1.00	"F3"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"F3"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			1.00	
1.00	"F3"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		1.00	8.00	
1.00	"F3"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		7.00	20.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			6.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		1.00	1.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"G2"	1.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICUND"			3.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"FRULSP"			1.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			20.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		6.00	1.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		3.00	1.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"PICRUB"		1.00	3.00	
1.00	"G2"	2.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"POPBAL"			2.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		3.00	1.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MONHYP"		1.00	1.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		5.00	1.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"HYLOSP"			4.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"PLEUSP"			6.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		4.00	25.00	
1.00	"G2"	3.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		12.00	1.00	
1.00	"G2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		3.00	1.00	
1.00	"G2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		30.00	15.00	
1.00	"G2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"G2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"M"	"FRULSP"			1.00	
1.00	"G2"	4.00	1.00	6/30/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		6.00	1.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			5.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			3.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"LEUCSP1"			1.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		3.00	1.00	
1.00	"G4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		5.00	1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		7.00	1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			2.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		10.00	1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"QUERUB"		1.00	1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"G4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"ARITRI"				
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MITREP"		4.00	1.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			2.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"ULOCRI"			1.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACESAC"		2.00	2.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"OSTVIR"		2.00	1.00	
1.00	"G4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"BAZZSP"			3.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			2.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			2.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		5.00	1.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		1.00	1.00	
1.00	"G4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"BETPAP"		1.00	1.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"F"	"POLACR"			12.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"G"	"SEDGE_"			1.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"ARITRI"			1.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"OXALSP"			2.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		2.00	1.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYLOSP"			4.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__1"			2.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		5.00	2.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		3.00	3.00	
1.00	"G5"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		5.00	1.00	
1.00	"G5"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__1"			1.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__1"			20.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__2"			1.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__3"			3.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		4.00	1.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"OSTVIR"		1.00	1.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"G5"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		15.00	1.00	
1.00	"G5"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		5.00	2.00	
1.00	"G5"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		2.00	1.00	
1.00	"G5"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACESAC"		1.00	1.00	
1.00	"G5"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	1.00	
1.00	"G5"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	1.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		4.00	1.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			4.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"PLEUSP"			3.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		19.00	2.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		15.00	4.00	
1.00	"H2"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		15.00	1.00	
1.00	"H2"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		3.00	1.00	
1.00	"H2"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			3.00	
1.00	"H2"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		4.00	10.00	
1.00	"H2"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"H2"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"PLEUSP"			3.00	
1.00	"H2"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		8.00	35.00	
1.00	"H2"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		1.00	1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		8.00	1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MITREP"		2.00	1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		6.00	3.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			4.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	6.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		15.00	1.00	
1.00	"H2"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		5.00	1.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"F"	"HUPLUC"			1.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"POLYSP"			3.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		9.00	40.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		20.00	1.00	
1.00	"H3"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		1.00	1.00	
1.00	"H3"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MONOSP"		1.00	1.00	
1.00	"H3"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		2.00	1.00	
1.00	"H3"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"FAGGRA"		1.00	1.00	
1.00	"H3"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	1.00	
1.00	"H3"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		10.00	1.00	
1.00	"H3"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"LEUCSP1"			1.00	
1.00	"H3"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			1.00	
1.00	"H3"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERSP"		1.00	1.00	
1.00	"H3"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"H3"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		10.00	1.00	
1.00	"H3"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		4.00	1.00	
1.00	"H3"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"H4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			5.00	
1.00	"H4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		3.00	1.00	
1.00	"H4"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		10.00	1.00	
1.00	"H4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"H4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"H4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		3.00	1.00	
1.00	"H4"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		2.00	1.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			2.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			2.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		8.00	1.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"H4"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		10.00	1.00	
1.00	"H4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"H4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		9.00	1.00	
1.00	"H4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"H4"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		1.00	1.00	
1.00	"H7"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"H7"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"PLEUSP"			1.00	
1.00	"H7"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		6.00	1.00	
1.00	"H7"	1.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		10.00	1.00	
1.00	"H7"	2.00	1.00	7/6/1995 0:00:00	"MP, SK"	"H"	"MAICAN"			1.00	
1.00	"H7"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			4.00	
1.00	"H7"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			3.00	
1.00	"H7"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			4.00	
1.00	"H7"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"PLEUSP"			4.00	
1.00	"H7"	3.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		3.00	60.00	
1.00	"H7"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"DICUND"			1.00	
1.00	"H7"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			1.00	
1.00	"H7"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			1.00	
1.00	"H7"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		2.00	1.00	
1.00	"H7"	4.00	1.00	7/6/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		8.00	1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		7.00	1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		3.00	1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		3.00	1.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		9.00	12.00	
1.00	"I2"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		8.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		3.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"STRESP"		1.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"TRIBOR"		4.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			8.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			8.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"MOSS__"			2.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"S"	"SHRUB_"		3.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"OSTVIR"		2.00	10.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	1.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		2.00	4.00	
1.00	"I2"	2.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		5.00	1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"G"	"GRASS_"			1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"L"	"LICHWF"			1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"BAZZSP"			5.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"S"	"SHRUB_"		4.00	2.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		13.00	1.00	
1.00	"I2"	3.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"OSTVIR"		1.00	1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"H"	"MAICAN"		2.00	1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"BAZZSP"			14.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"HYPNSP"			1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"POLYSP"			1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		3.00	2.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"TSUCAN"		2.00	1.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ACERUB"		21.00	2.00	
1.00	"I2"	4.00	1.00	7/7/1995 0:00:00	"MP, SK"	"T"	"ABIBAL"		9.00	1.00	
1.00	"I3"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"F"	"POLACR"			2.00	
1.00	"I3"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"L"	"LICHGB"			1.00	
1.00	"I3"	1.00	1.00	7/7/1995 0:00:00	"MP, SK"	"M"	"DICRSP2"			5.00	
