"RA"	"PLOT"	"DATE"	"CREW"	"S."	"INV"	"NT/MT"	"TREE_CODE"	"DBH"	"GAP"	"COND"	"CC"	"ST"	"LI"	"BAD"	"NOTES"
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	63.00	2.00		"ABBA"			8					
9.00	"C6"	6/3/1997 0:00:00	"MM, SG, TS, TT"	64.00	1.00	"NT"	"ABBA"	1.60	0		"I"				
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	64.00	1.50		"ABBA"	2.20	2	5	"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	64.00	2.00		"ABBA"	1.80	2	0	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	64.00	3.00		"ABBA"	3.00	1	5		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	64.00	4.00		"ABBA"			9					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	65.00	1.50	"NT"	"ABBA"	2.60	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	65.00	2.00		"ABBA"	3.65	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	65.00	3.00		"ABBA"	5.70	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	65.00	4.00		"ABBA"			9					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	66.00	1.50	"NT"	"ABBA"	1.90	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	66.00	2.00		"ABBA"	2.50	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	66.00	3.00		"ABBA"	4.30	1	2		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	66.00	4.00		"ABBA"			9					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	67.00	1.50	"NT"	"ABBA"	1.50	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	67.00	2.00		"ABBA"	1.90	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	67.00	3.00		"ABBA"	3.70	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	67.00	4.00		"ABBA"			9					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	68.00	1.50	"NT"	"ABBA"	3.70	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	68.00	2.00		"ABBA"	4.70	1	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	68.00	3.00		"ABBA"	7.40	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	68.00	4.00		"ABBA"			-1					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	69.00	1.50	"NT"	"ABBA"	4.30	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	69.00	2.00		"ABBA"			8					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	70.00	1.50	"NT"	"ABBA"	2.00	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	70.00	2.00		"ABBA"	2.50	1	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	70.00	3.00		"ABBA"	4.00	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	70.00	4.00		"ABBA"	5.50	2	0		"C"	2		
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	71.00	1.50	"NT"	"ABBA"	4.50	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	71.00	2.00		"ABBA"	5.60	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	71.00	3.00		"ABBA"	8.00	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	71.00	4.00		"ABBA"			-1					
9.00	"C6"	6/21/2000 0:00:00	"LC, DH, RS"	72.00	1.50	"NT"	"ACRU"	2.10	2		"O"				
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	72.00	2.00		"ACRU"	3.30	2	0	"D"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	72.00	3.00		"ACRU"	5.40	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	72.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	73.00	2.00	"NT"	"ACRU"	2.10	2	0	"D"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	73.00	3.00		"ACRU"	3.00	1	0		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	73.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	74.00	2.00	"NT"	"ACRU"	2.10	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	74.00	3.00		"ACRU"	3.30	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	74.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	75.00	2.00	"NT"	"ACRU"	1.50	1	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	75.00	3.00		"ACRU"	2.30	1	5		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	75.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	76.00	2.00	"NT"	"ACRU"	2.10	1	0	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	76.00	3.00		"ACRU"	3.50	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	76.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	77.00	2.00	"NT"	"ACRU"	1.70	1	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	77.00	3.00		"ACRU"	2.50	1	5		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	77.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	78.00	2.00	"NT"	"ACRU"	1.75	1	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	78.00	3.00		"ACRU"	2.60	1	25		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	78.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	79.00	2.00	"NT"	"ACRU"	1.50	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	79.00	3.00		"ACRU"	2.30	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	79.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	80.00	2.00	"NT"	"ACRU"	1.80	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	80.00	3.00		"ACRU"			8					
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	80.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	81.00	2.00	"NT"	"ACRU"	2.40	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	81.00	3.00		"ACRU"			8					
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	81.00	4.00		"ACRU"			8					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	82.00	2.00	"NT"	"ACRU"	2.10	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	82.00	3.00		"ACRU"	3.80	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	82.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	83.00	2.00	"NT"	"ACRU"	1.70	2	0	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	83.00	3.00		"ACRU"	2.60	1	0		"C"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	83.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	84.00	2.00	"NT"	"ACRU"	1.90	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	84.00	3.00		"ACRU"	2.90	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	84.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	85.00	2.00	"NT"	"ACRU"	2.10	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	85.00	3.00		"ACRU"	3.60	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	85.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	86.00	2.00	"NT"	"ACRU"	1.60	2	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	86.00	3.00		"ACRU"								
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	87.00	2.00	"NT"	"ACRU"	2.60	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	87.00	3.00		"ACRU"	4.70	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	87.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	88.00	2.00	"NT"	"ACRU"	2.40	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	88.00	3.00		"ACRU"	3.60	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	88.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	89.00	2.00	"NT"	"ACRU"	1.50	2	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	89.00	3.00		"ACRU"	2.50	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	89.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	90.00	2.00	"NT"	"ACRU"	1.60	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	90.00	3.00		"ACRU"			8					
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	90.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	91.00	2.00	"NT"	"ACRU"	1.80	2	0	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	91.00	3.00		"ACRU"			8					
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	91.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	92.00	2.00	"NT"	"ACRU"	1.60	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	92.00	3.00		"ACRU"	2.80	1	0		"C"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	92.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	93.00	2.00	"NT"	"ACRU"	1.50	2	5	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	93.00	3.00		"ACRU"	2.60	1	5		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	93.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	94.00	2.00	"NT"	"ACRU"	1.50	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	94.00	3.00		"ACRU"	2.60	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	94.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	95.00	2.00	"NT"	"ACRU"	1.60	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	95.00	3.00		"ACRU"			8					
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	95.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	96.00	2.00	"NT"	"ACRU"	1.50	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	96.00	3.00		"ACRU"	2.30	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	96.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	97.00	2.00	"NT"	"ACRU"	1.60	2	0	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	97.00	3.00		"ACRU"	3.20	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	97.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	98.00	2.00	"NT"	"ACRU"	1.50	2	5	"I"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	98.00	3.00		"ACRU"	2.80	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	98.00	4.00		"ACRU"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	99.00	2.00	"NT"	"ABBA"	1.50	1	0	"O"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	99.00	3.00		"ABBA"	3.60	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	99.00	4.00		"ABBA"			9					
9.00	"C6"	6/10/2002 0:00:00	"BTP, DER"	100.00	2.00	"MT"	"ABBA"	3.25	2	0	"C"				
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	100.00	3.00		"ABBA"	5.50	1	0		"C"	3		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	100.00	4.00		"ABBA"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	101.00	3.00	"NT"	"ABBA"	1.50	1	0		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	101.00	4.00		"ABBA"	3.30	2	0		"D"	1		
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	102.00	3.00	"NT"	"ABBA"	2.60	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	102.00	4.00		"ABBA"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	103.00	3.00	"NT"	"ABBA"	3.90	1	0		"D"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	103.00	4.00		"ABBA"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	104.00	3.00	"NT"	"ACRU"	1.80	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	104.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	105.00	3.00	"NT"	"ACRU"	2.00	1	0		"C"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	105.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	106.00	3.00	"NT"	"ACRU"	2.10	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	106.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	107.00	3.00	"NT"	"ACRU"	2.80	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	107.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	108.00	3.00	"NT"	"ACRU"	2.00	1	0		"C"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	108.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	109.00	3.00	"NT"	"ACRU"	4.30	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	109.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	110.00	3.00	"NT"	"ACRU"	1.60	1	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	110.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	111.00	3.00	"NT"	"ACRU"	2.10	1	5		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	111.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	112.00	3.00	"NT"	"ACRU"	2.00	1	5		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	112.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	113.00	3.00	"NT"	"ABBA"	2.00	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	113.00	4.00		"ABBA"			8					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	114.00	3.00	"NT"	"ABBA"	2.90	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	114.00	4.00		"ABBA"	3.80	2	0		"D"	2		
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	115.00	3.00	"NT"	"ABBA"	1.60	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	115.00	4.00		"ABBA"			8					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	116.00	3.00	"NT"	"ABBA"	2.20	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	116.00	4.00		"ABBA"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	117.00	3.00	"NT"	"ABBA"	2.10	1	5		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	117.00	4.00		"ABBA"			8					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	118.00	3.00	"NT"	"ACRU"	1.60	1	5		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	118.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	119.00	3.00	"NT"	"ACRU"	2.40	1	0		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	119.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	120.00	3.00	"NT"	"ACRU"	1.60	1	5		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	120.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	121.00	3.00	"NT"	"ACRU"	2.30	1	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	121.00	4.00		"ACRU"			9					
9.00	"C6"	6/13/2007 0:00:00	"RM,ER,ED"	122.00	3.00	"NT"	"ACRU"	1.80	1	5		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	122.00	4.00		"ACRU"	1.80	2	5		"D"	0		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	123.00	4.00	"NT"	"ACRU"	1.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	124.00	4.00	"NT"	"ACRU"	1.80	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	125.00	4.00	"NT"	"ACRU"	2.20	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	126.00	4.00	"NT"	"ACRU"	2.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	127.00	4.00	"NT"	"ACRU"	3.30	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	128.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	129.00	4.00	"NT"	"ACRU"	3.00	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	130.00	4.00	"NT"	"ACRU"	2.30	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	131.00	4.00	"NT"	"ACRU"	2.00	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	132.00	4.00	"NT"	"ACRU"	2.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	133.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	134.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	135.00	4.00	"NT"	"ACRU"	2.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	136.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	137.00	4.00	"NT"	"ACRU"	2.40	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	138.00	4.00	"NT"	"ACRU"	2.10	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	139.00	4.00	"NT"	"ACRU"	2.20	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	140.00	4.00	"NT"	"ACRU"	2.80	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	141.00	4.00	"NT"	"ACRU"	2.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	142.00	4.00	"NT"	"ACRU"	2.90	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	143.00	4.00	"NT"	"ACRU"	2.80	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	144.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	145.00	4.00	"NT"	"ABBA"	3.40	2	0		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	146.00	4.00	"NT"	"ABBA"	2.90	2	0		"D"	5		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	147.00	4.00	"NT"	"ACRU"	1.60	2	0		"D"	3		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	148.00	4.00	"NT"	"ACRU"	2.00	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	149.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	150.00	4.00	"NT"	"ACRU"	2.30	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	151.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	152.00	4.00	"NT"	"ACRU"	1.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	153.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	154.00	4.00	"NT"	"ACRU"	1.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	155.00	4.00	"NT"	"ACRU"	1.90	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	156.00	4.00	"NT"	"ACRU"	2.00	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	157.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	158.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	159.00	4.00	"NT"	"ACRU"	1.90	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	160.00	4.00	"NT"	"ACRU"	2.10	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	161.00	4.00	"NT"	"ACRU"	2.30	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	162.00	4.00	"NT"	"ACRU"	1.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	163.00	4.00	"NT"	"ACRU"	3.00	2	0		"C"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	164.00	4.00	"NT"	"ACRU"	2.90	2	0		"C"	2		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	165.00	4.00	"NT"	"ACRU"	1.80	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	166.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	167.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	168.00	4.00	"NT"	"ACRU"	2.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	169.00	4.00	"NT"	"ACRU"	2.20	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	170.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	171.00	4.00	"NT"	"ACRU"	1.70	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	172.00	4.00	"NT"	"ACRU"	1.50	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	173.00	4.00	"NT"	"ACRU"	1.80	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	174.00	4.00	"NT"	"ACRU"	2.10	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	175.00	4.00	"NT"	"ACRU"	2.30	2	5		"D"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	176.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
9.00	"C6"	6/14/2011 0:00:00	"PRW;KS;JK;AP"	177.00	4.00	"NT"	"ACRU"	1.60	2	0		"C"	1		
