"RA"	"PLOT"	"DATE"	"CREW"	"S."	"INV"	"NT/MT"	"TREE_CODE"	"DBH"	"GAP"	"COND"	"CC"	"ST"	"LI"	"BAD"	"NOTES"
1.00	"F2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	1.00	1.00	"NT"	"FAGR"	5.80	0		"C"				
1.00	"F2"	6/26/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"FAGR"			9					
1.00	"F2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	2.00	1.00	"NT"	"FAGR"	5.00	0		"I"				
1.00	"F2"	6/26/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"FAGR"	4.40	0	3	"O"				
1.00	"F2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	3.00	1.00	"NT"	"FAGR"	8.10	0		"D"				
1.00	"F2"	6/26/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"FAGR"	8.40	0		"I"				
1.00	"F2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	4.00	1.00	"NT"	"PIRU"	2.20	0		"O"				
1.00	"F2"	6/26/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"PIRU"	1.60	0		"I"				
1.00	"F2"	4/1/2005 0:00:00	"KB,ST"	4.00	3.00		"PIRU"	2.30		4		"D"	0		
1.00	"F2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	4.00	4.00		"PIRU"	2.50		0		"D"	1		
1.00	"F2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	5.00	4.00		"FAGR"	1.70		0		"D"	1		
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	1.00	1.00	"NT"	"ABBA"	2.20	0		"O"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"ABBA"			7					
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	2.00	1.00	"NT"	"ABBA"	7.90	0		"C"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"ABBA"			7					
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	3.00	1.00	"NT"	"ACRU"	7.10	0		"D"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"ACRU"			7					
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	4.00	1.00	"NT"	"ACRU"	6.40	0		"C"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"ACRU"	6.40	0		"O"				
1.00	"F3"	4/1/2005 0:00:00	"KB,ST"	4.00	3.00		"ACRU"			7					
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	4.00	4.00		"ACRU"			7					"""""""Still harvested"""""""
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	5.00	1.00	"NT"	"PIRU"	7.20	0		"I"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	5.00	2.00		"PIRU"			7					
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	5.00	4.00		"ACRU"	4.10	2	0		"C"	4		
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	6.00	1.00	"NT"	"ACRU"	5.30	0		"C"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	6.00	2.00		"ACRU"			7					
1.00	"F3"	6/8/2010 0:00:00	"HV;JA;KB;BR;AR"	6.00	4.00		"ACRU"	2.60	2	0		"C"	3		
1.00	"F3"	8/2/1995 0:00:00	"DS, KB, MM, TT"	7.00	1.00	"NT"	"ACRU"	5.60	0		"I"				
1.00	"F3"	6/26/2000 0:00:00	"LC, DH, RS"	7.00	2.00		"ACRU"			7					
1.00	"G2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	1.00	1.00	"NT"	"ABBA"	9.30	0		"D"				
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	1.00	2.00		"ABBA"			8					
1.00	"G2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	2.00	1.00	"NT"	"ABBA"	7.50	0		"C"				
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	2.00	2.00		"ABBA"			8					
1.00	"G2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	3.00	1.00	"NT"	"ABBA"	4.20	0		"I"				
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	3.00	2.00		"ABBA"			8					
1.00	"G2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	4.00	1.00	"NT"	"ABBA"	2.00	0		"O"				
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	4.00	2.00		"ABBA"	3.50	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	4.00	3.00		"ABBA"	4.59		5		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	4.00	4.00		"ABBA"			8					
1.00	"G2"	8/2/1995 0:00:00	"DS, KB, MM, TT"	5.00	1.00	"NT"	"ABBA"	2.20	0		"O"				
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	5.00	2.00		"ABBA"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	6.00	2.00	"NT"	"POTR"	3.00	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	6.00	3.00		"POTR"	5.10		0		"C"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	6.00	4.00		"POTR"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	7.00	2.00	"NT"	"ACRU"	2.50	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	7.00	3.00		"ACRU"	4.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	7.00	4.00		"ACRU"	6.90		0		"B"	3		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	8.00	2.00	"NT"	"ACRU"	3.00	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	8.00	3.00		"ACRU"	5.50		0		"C"	1		
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	8.00	4.00		"ACRU"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	9.00	2.00	"NT"	"ACRU"	2.30	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	9.00	3.00		"ACRU"	6.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	9.00	4.00		"ACRU"	9.10		0		"C"	2		"Also tagged as #53"
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	10.00	2.00	"NT"	"ACRU"	2.00	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	10.00	3.00		"ACRU"	4.10		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	10.00	4.00		"ACRU"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	11.00	2.00	"NT"	"ACRU"	2.40	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	11.00	3.00		"ACRU"			789					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	11.00	4.00		"ACRU"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	12.00	2.00	"NT"	"ACRU"	1.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	12.00	3.00		"ACRU"	2.60		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	12.00	4.00		"ACRU"	2.90		0		"D"	0		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	13.00	2.00	"NT"	"ACRU"	2.10	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	13.00	3.00		"ACRU"	4.20		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	13.00	4.00		"ACRU"	7.10		0		"B"	2		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	14.00	2.00	"NT"	"ACRU"	1.80	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	14.00	3.00		"ACRU"	2.10		5		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	14.00	4.00		"ACRU"	2.30		5		"D"	2		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	15.00	2.00	"NT"	"ACRU"	1.90	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	15.00	3.00		"ACRU"	3.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	15.00	4.00		"ACRU"	4.80		0		"D"	1		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	16.00	2.00	"NT"	"ACRU"	2.30	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	16.00	3.00		"ACRU"			789					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	16.00	4.00		"ACRU"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	17.00	2.00	"NT"	"ACRU"	2.40	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	17.00	3.00		"ACRU"	4.80		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	17.00	4.00		"ACRU"	8.20		0		"C"	2		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	18.00	2.00	"NT"	"ACRU"	2.50	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	18.00	3.00		"ACRU"	3.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	18.00	4.00		"ACRU"	4.60		5		"D"	0		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	19.00	2.00	"NT"	"ACRU"	2.70	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	19.00	3.00		"ACRU"	3.00		5		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	19.00	4.00		"ACRU"	4.30		5		"C"	1		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	20.00	2.00	"NT"	"ACRU"	1.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	20.00	3.00		"ACRU"	2.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	20.00	4.00		"ACRU"	2.30		0		"D"	0		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	21.00	2.00	"NT"	"ACRU"	2.40	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	21.00	3.00		"ACRU"	4.60		0		"C"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	21.00	4.00		"ACRU"	8.60		0		"C"	2		
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	22.00	2.00	"NT"	"POGR"	2.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	22.00	3.00		"POGR"			789					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	22.00	4.00		"POGR"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	23.00	2.00	"NT"	"POTR"	2.30	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	23.00	3.00		"POTR"	4.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	23.00	4.00		"POTR"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	24.00	2.00	"NT"	"POTR"	2.90	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	24.00	3.00		"POTR"			789					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	24.00	4.00		"POTR"			8					
1.00	"G2"	6/26/2000 0:00:00	"LC, DH, RS"	25.00	2.00	"NT"	"POTR"	1.50	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	25.00	3.00		"POTR"	2.60		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	25.00	4.00		"POTR"	3.60		0		"C"	2		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	26.00	2.00	"NT"	"POTR"	1.70	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	26.00	3.00		"POTR"			9					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	26.00	4.00		"POTR"			8					
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	27.00	2.00	"NT"	"POTR"	1.70	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	27.00	3.00		"POTR"	2.20		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	27.00	4.00		"POTR"			8					
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	28.00	2.00	"NT"	"POTR"	1.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	28.00	3.00		"POTR"	2.60		0		"C"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	28.00	4.00		"POTR"	4.90		0		"C"	4		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	29.00	2.00	"NT"	"POTR"	1.80	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	29.00	3.00		"POTR"			789					
1.00	"G2"	8/22/2012 0:00:00	"EO SN"	29.00	4.00		"POTR"			8					
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	30.00	2.00	"NT"	"POTR"	1.80	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	30.00	3.00		"POTR"	2.90		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	30.00	4.00		"POTR"	5.10		0		"C"	3		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	31.00	2.00	"NT"	"POTR"	1.90	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	31.00	3.00		"POTR"	3.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	31.00	4.00		"POTR"	3.40		0		"C"	1		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	32.00	2.00	"NT"	"POTR"	1.90	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	32.00	3.00		"POTR"	3.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	32.00	4.00		"POTR"	4.30		0		"C"	3		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	33.00	2.00	"NT"	"ACRU"	1.70	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	33.00	3.00		"ACRU"	3.30		2		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	33.00	4.00		"ACRU"	3.90		0		"C"	2		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	34.00	2.00	"NT"	"ACRU"	2.00	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	34.00	3.00		"ACRU"	3.90		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	34.00	4.00		"ACRU"	5.40		0		"C"	1		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	35.00	2.00	"NT"	"ACRU"	1.50	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	35.00	3.00		"ACRU"	2.20		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	35.00	4.00		"ACRU"	2.30		5		"D"	1		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	36.00	2.00	"NT"	"ACRU"	1.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	36.00	3.00		"ACRU"	3.40		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	36.00	4.00		"ACRU"	4.10		0		"C"	1		
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	37.00	2.00	"NT"	"ACRU"	1.70	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	37.00	3.00		"ACRU"	3.60		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	37.00	4.00		"ACRU"			9					
1.00	"G2"	6/27/2000 0:00:00	"LC, DH, RS"	38.00	2.00	"NT"	"ACRU"	1.60	2		"O"				
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	38.00	3.00		"ACRU"	3.20		2		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	38.00	4.00		"ACRU"	5.00		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	39.00	3.00	"NT"	"ACRU"	3.80		2		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	39.00	4.00		"ACRU"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	40.00	3.00	"NT"	"ACRU"	1.70		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	40.00	4.00		"ACRU"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	41.00	3.00	"NT"	"ACRU"	2.30		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	41.00	4.00		"ACRU"	3.20		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	42.00	3.00	"NT"	"ACRU"	1.90		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	42.00	4.00		"ACRU"	2.30		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	43.00	3.00	"NT"	"ACRU"	1.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	43.00	4.00		"ACRU"	1.60		5		"D"	0		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	44.00	3.00	"NT"	"ACRU"	2.10		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	44.00	4.00		"ACRU"	2.60		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	45.00	3.00	"NT"	"ACRU"	1.80		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	45.00	4.00		"ACRU"	2.00		5		"D"	0		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	46.00	3.00	"NT"	"ACRU"	2.20		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	46.00	4.00		"ACRU"	2.70		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	47.00	3.00	"NT"	"ACRU"	1.80		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	47.00	4.00		"ACRU"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	48.00	3.00	"NT"	"POTR"	2.20		0		"C"	2		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	48.00	4.00		"POTR"	4.30		0		"C"	3		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	49.00	3.00	"NT"	"POTR"	2.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	49.00	4.00		"POTR"	3.20		0		"C"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	50.00	3.00	"NT"	"ACRU"	1.60		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	50.00	4.00		"ACRU"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	51.00	3.00	"NT"	"ACRU"	2.00		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	51.00	4.00		"ACRU"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	52.00	3.00	"NT"	"ACRU"	1.90		5		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	52.00	4.00		"ACRU"	2.50		0		"D"	0		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	53.00	3.00	"NT"	"ACRU"	2.30		5		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	53.00	4.00		"ACRU"			9					"Also tagged as #8."
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	54.00	3.00	"NT"	"ACRU"	3.40		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	54.00	4.00		"ACRU"	3.60		0		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	55.00	3.00	"NT"	"ACRU"	4.30		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	55.00	4.00		"ACRU"	6.90		0		"C"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	56.00	3.00	"NT"	"ACRU"	5.20		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	56.00	4.00		"ACRU"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	57.00	3.00	"NT"	"POTR"	2.00		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	57.00	4.00		"POTR"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	58.00	3.00	"NT"	"POTR"	2.70		0		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	58.00	4.00	"MT"	"POTR"	3.50		0		"D"	2		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	59.00	3.00	"NT"	"POTR"	1.80		0		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	59.00	4.00		"POTR"	2.00		5		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	60.00	3.00	"NT"	"POTR"	3.10		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	60.00	4.00		"POTR"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	61.00	3.00	"NT"	"POTR"	1.90		3		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	61.00	4.00		"POTR"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	62.00	3.00	"NT"	"ACRU"	2.40		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	62.00	4.00		"ACRU"	2.90		0		"C"	3		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	63.00	3.00	"NT"	"ACRU"	3.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	63.00	4.00		"ACRU"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	64.00	3.00	"NT"	"ACRU"	1.80		0		"C"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	64.00	4.00		"ACRU"	2.00		0		"C"	2		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	65.00	3.00	"NT"	"POTR"	1.80		3		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	65.00	4.00		"POTR"			9					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	66.00	3.00	"NT"	"POTR"	1.70		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	66.00	4.00		"POTR"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	67.00	3.00	"NT"	"POTR"	1.60		3		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	67.00	4.00		"POTR"	2.70		3		"D"	1		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	68.00	3.00	"NT"	"ACRU"	2.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	68.00	4.00		"ACRU"	4.30		0		"C"	3		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	69.00	3.00	"NT"	"ACRU"	3.90		2		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	69.00	4.00		"ACRU"	6.70		0		"C"	3		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	70.00	3.00	"NT"	"ACRU"	2.50		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	70.00	4.00		"ACRU"	4.20		0		"C"	2		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	71.00	3.00	"NT"	"BEPA"	3.10		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	71.00	4.00		"BEPA"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	72.00	3.00	"NT"	"BEPA"	4.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	72.00	4.00		"BEPA"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	73.00	3.00	"NT"	"POTR"	2.20		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	73.00	4.00		"POTR"	4.10		0		"C"	4		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	74.00	3.00	"NT"	"POTR"	2.40		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	74.00	4.00		"POTR"	5.00		0		"C"	4		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	75.00	3.00	"NT"	"POTR"	2.00		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	75.00	4.00		"POTR"	3.60		0		"C"	3		
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	76.00	3.00	"NT"	"POTR"	1.70		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	76.00	4.00		"POTR"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	77.00	3.00	"NT"	"POTR"	1.80		0		"D"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	77.00	4.00		"POTR"			8					
1.00	"G2"	4/1/2005 0:00:00	"KB,ST"	78.00	3.00	"NT"	"POTR"	2.20		2		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	78.00	4.00		"POTR"	4.70		0		"C"	3		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	79.00	4.00	"NT"	"POTR"	6.20		0		"C"	4		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	80.00	4.00	"NT"	"POTR"	6.80		0		"C"	3		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	81.00	4.00	"NT"	"ABBA"	1.80		0		"D"	0		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	82.00	4.00	"NT"	"ACRU"	5.90		0		"C"	1		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	83.00	4.00	"NT"	"POTR"	7.40		0		"C"	4		
1.00	"G2"	6/7/2010 0:00:00	"HV;JA;KB;BR;AR"	84.00	4.00	"NT"	"ABBA"	3.00		0		"D"	1		
