"treenum"	"plot"	"spp"	"top_ht"	"llb_ht"	"dbh"	"crown_class"	"st_sp"	"weevil"	"notes"
1289	177	"FAGR"	255	73	7.20	"O"			"Dead Top"
1290	177	"FAGR"	468	215	2.70	"C"			
1291	177	"BEPO"	405	228	2.30	"C"			
1292	177	"ABBA"	299	120	2.60	"C"			
1293	177	"ABBA"	413	151	3.60	"C"			
1294	177	"ABBA"	389	80	3.40	"C"			
1295	177	"ABBA"	424	141	4.40	"D"			
1296	177	"TSCA"	566	68	7.30	"C"			
1297	177	"TSCA"	251	82	2.00	"I"			
1298	177	"TSCA"	153	56	0.70	"I"			
1299	177	"TSCA"	257	13	2.20	"O"			
1300	177	"ACRU"	118	70		"O"			
1301	177	"ACRU"	55	38		"O"			"Browse"
1302	177	"ACRU"	67	48		"O"			"Browse"
1303	177	"ACRU"	76	29		"O"			"Browse"
1304	177	"QURU"				"O"			
1305	176	"ABBA"	335	10	4.00	"C"			
1306	176	"ABBA"	298	50	2.60	"C"			
1307	176	"ABBA"	271	87	2.80	"C"			
1308	176	"ABBA"	318	35	3.60	"C"			
1309	176	"PIST"	490	66	6.70	"D"			
1310	176	"PIST"	392	42	3.90	"D"			
1311	176	"PIST"	228	43	1.90	"I"			
1312	176	"PIST"	147	23	0.50	"O"			
1313	176	"ACRU"	286	92	1.30	"C"			
1314	176	"ACRU"	197	120	0.90	"I"			
1315	176	"ACRU"	202	70	0.80	"O"			
1316	176	"ACRU"	148	121	0.50	"O"			
1317	176	"PIRU"	236	28	2.30	"I"			
1318	176	"PIRU"	108	39		"O"			
1319	176	"BEPO"	236	164	1.50	"I"			
1320	176	"BEPO"	282	185	1.40	"I"			
1321	176	"BEPO"	137	101	0.10	"I"			
1322	176	"BEPO"	29	0		"O"			
1323	176	"FAGR"	409	9	2.70	"D"			
1324	176	"QURU"				"O"			
1350	169	"ACRU"	15	5		"O"			
1351	169	"PIRU"	48	8		"OP"			
1352	169	"PIRU"	56	9		"O"			
1353	169	"FAGR"	81	8		"O"			
1354	169	"FAGR"	100	0		"OP"			
1355	169	"OSVI"	39	0		"O"			
1356	169	"OSVI"	51	17		"O"			
1357	169	"OSVI"	46	20		"O"			
1358	169	"OSVI"	47	32		"O"			
1359	169	"BEAL"	40	3		"O"			
1360	169	"PIST"	24	24		"O"			
1361	169	"QURU"				"O"			
1362	169	"ABBA"	30	10		"O"			
1363	170	"QURU"	564	188	4.60	"C"			
1364	170	"QURU"	298	35	1.80	"I"			
1365	170	"QURU"	38	20		"OP"			
1366	170	"QURU"	106	28		"I"			
1367	170	"ABBA"	235	14	2.10	"O"			
1368	170	"ABBA"	101	36		"O"			
1369	170	"ABBA"	75	21		"I"			
1370	170	"ABBA"	83	26		"O"			
1371	170	"TSCA"	110	4		"OP"			
1372	170	"TSCA"	89	9		"OP"			
1373	170	"TSCA"	54	4		"OP"			
1374	170	"TSCA"	63	9		"OP"			
1375	170	"ALIN"	407	139	1.90	"C"			
1376	170	"ACRU"	162	103	1.00	"I"			
1377	170	"ACRU"	68	4		"O"			
1378	170	"ACRU"	69	16		"D"			
1379	170	"ACRU"	59	20		"C"			
1380	170	"BEAL"	51	10		"C"			
1381	170	"BEAL"	51	12		"C"			
1382	170	"BEAL"	54	0		"OP"			
1383	170	"BEAL"	62	14		"OP"			
1384	170	"PIRU"	36	0		"I"			
1385	170	"OSVI"	33	10		"OP"			
1386	170	"OSVI"	25	19		"I"			
1387	170	"OSVI"	29	5		"I"			
1388	171	"ABBA"	170	82	1.50	"D"			
1389	171	"ABBA"	201	46	1.20	"D"			
1390	171	"ABBA"	129	40		"C"			
1391	171	"ABBA"	98	50		"C"			
1392	171	"QURU"	11	11		"OP"			
1393	171	"ACSA"	50	24		"I"			
1394	171	"ACSA"	13	13		"O"			
1395	171	"BEAL"	85	11		"I"			
1396	171	"BEAL"	47	12		"OP"			
1397	171	"BEAL"	104	12		"OP"			
1398	171	"ACPE"	12	61		"I"			
1399	171	"PIRU"	56	7		"C"			
1400	171	"ACRU"	1580	364	12.50	"E"			
1401	171	"ACRU"				"OP"			
1402	171	"ACRU"				"OP"			
1403	171	"ACRU"				"OP"			
1404	171	"PIST"				"OP"			
1405	171	"PIST"				"OP"			
1406	172	"TSCA"	1330	285	20.70	"E"			
1407	172	"TSCA"	130	11	0.10	"O"			
1408	172	"PIST"	302	20	3.90	"D"		1	
1409	172	"PIST"	256	22	1.80	"C"		1	
1410	172	"PIST"	240	17	1.70	"C"		1	
1411	172	"PIST"	206	25	1.50	"C"		1	
1412	172	"ACSA"	30	30		"OP"			
1413	172	"ACSA"	22	12		"OP"			
1414	172	"PIRU"	148	11	0.80	"I"			
1415	172	"ACRU"	115	18		"C"			
1416	172	"ACRU"	130	66	0.60	"C"			
1417	172	"ACRU"	140	63	0.50	"C"			
1418	172	"ACRU"	169	28	0.50	"C"			
1419	172	"ALIN"	60	26		"O"			
1420	172	"ALIN"	72	31		"O"			
1421	172	"BEAL"	52	30		"O"			
1422	109	"POGR"	527	114	3.10	"C"			
1423	109	"POGR"	256	111	2.80	"OP"			"Broken Leader"
1424	109	"POGR"	143	84	1.00	"OP"			"Broken Leader"
1425	109	"POGR"	182	115	1.20	"OP"			
1426	109	"ABBA"	182	44	2.60	"I"			
1427	109	"ABBA"	272	52	2.80	"I"			
1428	109	"ABBA"	264	39	3.50	"O"			
1429	109	"FRAM"	75	30		"OP"			
1430	109	"FRAM"	43	20		"OP"			
1431	109	"FRAM"	48	35		"O"			"Browsed"
1432	109	"QURU"	50	36		"OP"			"Browsed"
1433	109	"QURU"	65	22		"OP"			"Browsed"
1434	109	"ACRU"				"OP"			
1435	109	"ACRU"				"OP"			
1436	109	"ACRU"	19	12		"OP"			
1437	109	"ACRU"	25	17		"OP"			
1438	109	"PIST"				"OP"			
1439	109	"POGR"	237	88	1.20	"OP"			"Free to Grow"
1440	110	"POGR"	83	19		"OP"			"Browse"
1441	110	"POGR"	103	42		"OP"			
1442	110	"POGR"	90	49		"OP"			
1443	110	"PIST"	95	4		"OP"			
1444	110	"PIST"	154	10	1.90	"OP"		1	
1445	110	"PIST"	145	33	2.20	"OP"		1	"Dead Top"
1446	110	"PIST"	52	8		"OP"			
1447	110	"ABBA"	90	13		"OP"			
1448	110	"ABBA"	122	15		"OP"			
1449	110	"ABBA"	123	19		"OP"			
1450	110	"FRAM"	40	11		"OP"			"Browse"
1451	110	"FRAM"	32	12		"OP"			"Browse"
1452	110	"FRAM"	28	3		"OP"			"Browse"
1453	110	"FRAM"	47	33		"OP"			"Browse"
1454	110	"ACRU"	15	5		"OP"			
1455	110	"ALIN"	15	0		"OP"			
1456	110	"OSVI"	44	21		"I"			
1457	110	"PRSE"	142	52	1.00	"C"			"Broken Leader"
1458	104	"PIST"	514	97	10.00	"D"			
1459	104	"PIST"	413	81	6.30	"C"			
1460	104	"PIST"	375	79	3.70	"C"			
1461	104	"PIST"	473	113	8.00	"D"			
1462	104	"ABBA"	402	9	4.60	"C"			
1463	104	"ABBA"	369	18	5.20	"C"			
1464	104	"ABBA"	383	42	4.00	"C"			
1465	104	"ABBA"	363	88	3.80	"C"			
1466	104	"PIRU"	222	50	1.80	"O"			
1467	104	"PIRU"	159	37	1.10	"O"			
1468	104	"ACRU"	528	175	2.40	"D"	16		
1469	104	"ACRU"	579	140	3.30	"D"	11		
1470	104	"FRAM"				"O"			"Browse"
1471	107	"ABBA"	198	13	1.80	"I"			
1472	107	"ABBA"	593	206	8.30	"D"			"Dead Top"
1473	107	"ABBA"	233	19	2.60	"I"			
1474	107	"ACRU"	561	221	4.20	"D"	31		
1475	107	"ACRU"	16	11		"OP"			
1476	107	"ACRU"	29	11		"OP"			"Browse"
1477	107	"ACRU"	30	10		"OP"			
1478	107	"PIST"	12	0		"OP"			
1479	108	"ACRU"	631	186	4.30	"E"			
1480	108	"ACRU"	469	44	3.90	"D"			
1481	108	"ACRU"	12	0		"O"			
1482	108	"ACRU"	40	5		"OP"			"Browse"
1483	108	"ABBA"	313	43	4.20	"I"			
1484	108	"ABBA"	229	32	2.40	"I"			
1485	108	"ABBA"	216	39	2.60	"C"			"Browse"
1486	108	"ABBA"	89	13		"OP"			"Browse"
1487	108	"FRAM"	47	11		"O"			"Browse"
1488	108	"FRAM"	48	32		"O"			
1489	108	"FRAM"	23	11		"O"			
1490	108	"PIST"	76	14		"O"		1	
1491	106	"PIST"	384	59	7.30	"D"			
1492	106	"PIST"	268	23	2.20	"I"			
1493	106	"PIST"	267	40	2.60	"I"			
1494	106	"PIST"	262	69	2.60	"C"			
1495	106	"ABBA"	399	20	5.00	"D"			
1496	106	"ABBA"	376	45	4.00	"D"			
1497	106	"ABBA"	319	51	4.10	"C"			
1498	106	"ABBA"	365	30	5.40	"D"			
1499	106	"PIRU"	359	47	4.30	"D"			
1500	106	"PIRU"	155	12	1.00	"O"			
1501	106	"PIRU"	188	30	2.10	"C"			
1502	106	"FRAM"	84	60		"O"			"Browse"
1503	106	"ACRU"	22	0		"OP"			"Browse"
1504	106	"ACRU"	13	10		"OP"			"Browse"
1505	106	"ACRU"	12	8		"OP"			"Browse"
1506	106	"ACRU"	15	0		"OP"			"Browse"
1507	105	"ABBA"	378	14	5.70	"D"			
1508	105	"ABBA"	254	57	3.20	"C"			
1509	105	"ABBA"	223	29	2.70	"C"			"Browse"
1510	105	"ABBA"	223	30	2.10	"C"			"Browse"
1511	105	"PIST"	159	27	0.90	"I"			
1512	105	"PIST"	197	41	2.60	"C"		1	
1513	105	"PIST"	280	76	3.40	"C"		1	
1514	105	"PIST"	206	43	2.00	"C"			
1515	105	"QURU"	37	32		"O"			
1516	105	"QURU"	22	14		"O"			
1517	105	"QURU"	19	11		"O"			"Browse"
1518	105	"QURU"	21	0		"OP"			"Browse"
1519	105	"PIRU"	34	1		"OP"			
1520	105	"ACRU"				"O"			
1521	105	"ACRU"	27	18		"OP"			
1522	105	"FRAM"	19	0		"OP"			
1523	31	"OUT"							
1524	35	"ABBA"	204	81	2.10	"I"			
1525	35	"ABBA"	96	65		"O"			
1526	35	"ABBA"	134	43	1.00	"O"			
1527	35	"ABBA"	72	44		"O"			
1528	35	"FRAM"	46	0		"O"			
1529	35	"FRAM"	36	36		"O"			"Browse"
1530	35	"FRAM"	34	34		"O"			"Browse"
1531	35	"FRAM"	48	38		"O"			"Browse"
1532	35	"ACRU"	372	153	2.50	"C"	13		
1533	35	"ACRU"	436	56	3.40	"C"			
1534	35	"ACRU"				"OP"			
1535	35	"POTR"	282	158	1.30	"C"			
1536	35	"TSCA"	147	24	0.40	"O"			
1537	35	"QURU"	23	23		"O"			
1538	35	"ABBA"	895	273	12.60	"D"			
1539	34	"ABBA"	470	41	7.00	"C"			
1540	34	"ABBA"	515	175	5.50	"C"			
1541	34	"ABBA"	359	100	5.00	"I"			
1542	34	"OSVI"				"O"			"Browse"
1543	34	"OSVI"				"O"			"Browse"
1544	34	"OSVI"	27	25		"O"			"Browse"
1545	34	"FRAM"	13	13		"O"			
1546	34	"FRAM"	10	10		"O"			
1547	34	"FRAM"	59	21		"O"			
1548	34	"FRAM"	30	0		"O"			
1549	34	"ACRU"	12	0		"O"			
1550	34	"ACRU"	15	15		"O"			
1551	34	"ACRU"				"O"			
1552	34	"ACRU"	14	0		"O"			
1553	34	"PIST"	14	8		"O"			"Browse"
1554	34	"PIST"				"O"			"Browse"
1555	34	"QURU"	20	0		"O"			
1556	34	"QURU"				"O"			
1557	33	"ABBA"	452	227	9.00	"I"			
1558	33	"ABBA"	637	119	3.50	"C"			
1559	33	"ABBA"	366	112	5.00	"C"			
1560	33	"ABBA"	219	68	3.50	"I"			
1561	33	"OSVI"	44	19		"O"			
1562	33	"OSVI"	26	11		"O"			
1563	33	"OSVI"	13	11		"O"			
1564	33	"OSVI"				"O"			
1565	33	"PIST"	45	13		"O"			"Browse"
1566	33	"PIST"	49	6		"OP"			"Browse"
1567	33	"PIST"	26	14		"O"			
1568	33	"ACRU"				"O"			
1569	33	"ACRU"				"OP"			
1570	33	"ACRU"				"O"			
1571	33	"ACRU"				"O"			
1572	33	"QURU"	11	0		"O"			"Browse"
1573	33	"QURU"	19	0		"OP"			
1574	33	"THOC"				"O"			
1575	33	"TSCA"	53	20		"OP"			
1576	33	"FRAM"				"OP"			
1577	32	"ABBA"	901	212	13.70	"D"			
1578	32	"ABBA"	586	301	9.00	"O"			
1579	32	"ABBA"	385	168	5.30	"O"			
1580	32	"ABBA"	318	62	3.80	"I"			
1581	32	"OSVI"	20	13		"O"			"Browse"
1582	32	"OSVI"				"O"			
1583	32	"OSVI"				"O"			
1584	32	"FRAM"				"O"			
1585	32	"FRAM"	19	0		"O"			
1586	32	"FRAM"	20	0		"O"			
1587	32	"FRAM"	17	0		"O"			
1588	32	"ACRU"				"O"			
1589	32	"ACRU"				"O"			
1590	32	"ACRU"				"O"			
1591	32	"ACRU"				"O"			
1592	32	"QURU"	17	17		"O"			
1593	32	"QURU"				"O"			
1594	32	"QURU"	19	16		"O"			"Browse"
1595	41	"ABBA"	644	231	11.20	"C"			
1596	41	"ABBA"	232	22	2.50	"I"			
1597	41	"ABBA"	234	39	2.20	"O"			
1598	41	"ABBA"	237	44	2.50	"O"			
1599	41	"ACRU"	472	12	2.80	"D"			
1600	41	"ACRU"	617	169	4.10	"D"			
1601	41	"OSVI"	48	11		"O"			
1602	41	"OSVI"	40	20		"O"			"Browse"
1603	41	"OSVI"	42	17		"O"			"Browse"
1604	41	"OSVI"	49	28		"O"			
1605	41	"FRAM"	24	0		"O"			
1606	41	"FRAM"	31	31		"O"			"Browse"
1607	41	"FRAM"	25	0		"O"			"Browse"
1608	41	"FRAM"	51	0		"O"			
1609	41	"QURU"	17	0		"O"			
1610	41	"PIST"	29	5		"O"			"Browse"
1611	41	"PIST"	19	3		"O"			
1612	41	"POTR"	416	158	2.50	"C"			
1613	41	"POTR"	330	169	2.10	"I"			
1614	41	"POTR"	454	157	2.30	"C"			
1615	41	"POTR"	323	111	1.60	"I"			
1616	117	"ABBA"	420	80	5.50	"D"			
1617	117	"ABBA"	419	100	5.20	"D"			
1618	117	"ABBA"	425	78	6.80	"C"			
1619	117	"ABBA"	348	71	3.60	"C"			
1620	117	"PIST"	421	160	5.50	"D"		1	
1621	117	"FRAM"	137	96	0.10	"O"			"Browse"
1622	117	"FRAM"	50	0		"O"			"Browse"
1623	117	"FRAM"	11	0		"O"			
1624	117	"PRSE"				"OP"			"Browse"
1625	117	"PRSE"				"OP"			"Browse"
1626	117	"ACRU"	415	174	2.00	"OP"	9		
1627	117	"PIRU"	373	29	3.70	"D"			
1628	121	"ABBA"	551	132	6.90	"C"			
1629	121	"ABBA"	457	300	5.30	"C"			
1630	121	"ABBA"	632	171	8.60	"D"			
1631	121	"ABBA"	348	165	3.30	"O"			
1632	121	"TSCA"	667	107	11.00	"D"			
1633	121	"PIST"	640	271	10.90	"D"			
1634	121	"PIST"	27	10		"O"			
1635	121	"ACRU"	667	212	5.00	"D"	41		
1636	121	"ACRU"				"O"			
1637	121	"ACRU"				"O"			
1638	121	"ACRU"				"O"			
1639	121	"PIRU"	293	116	4.40	"O"			
1640	121	"PIRU"	58	25		"O"			
1641	121	"FRAM"	30	9		"O"			
1642	121	"QURU"				"O"			
1643	120	"ABBA"	900	371	15.70	"D"			
1644	120	"ABBA"	1025	192	13.10	"D"			
1645	120	"ABBA"	913	403	14.10	"D"			
1646	120	"ABBA"	537	310	10.90	"C"			
1647	120	"PIST"	68	35		"O"			
1648	120	"PIST"	72	33		"O"			
1649	120	"PIST"	62	17		"O"			
1650	120	"PIST"				"O"			
1651	120	"OSVI"	27	8		"O"			"Browse"
1652	120	"PIRU"	15	5		"O"			
1653	120	"PIRU"	18	3		"O"			
1654	120	"FRAM"	14	1		"O"			
1655	120	"ACRU"	27	0		"O"			
1656	120	"ACRU"	15	13		"O"			
1657	120	"ACRU"				"O"			
1658	120	"ACRU"				"O"			
1659	119	"ABBA"	313	17	4.00	"C"			
1660	119	"ABBA"	315	72	4.00	"C"			
1661	119	"ABBA"	392	109	4.90	"C"			
1662	119	"ABBA"	318	45	4.00	"C"			
1663	119	"PIST"	182	70	1.30	"O"			
1664	119	"PIST"	142	23	0.70	"I"			
1665	119	"ACRU"	989	188	7.50	"OP"	8		
1666	119	"ACRU"				"OP"			
1667	119	"ACRU"				"O"			
1668	119	"ACRU"				"O"			
1669	118	"ABBA"	537	203	7.00	"D"			
1670	118	"ABBA"	375	91	4.00	"C"			
1671	118	"ABBA"	327	84	3.50	"O"			
1672	118	"ABBA"	306	65	3.50	"O"			
1673	118	"FRAM"	161	75	1.10	"O"			
1674	118	"FRAM"	44	1		"O"			
1675	118	"FRAM"	92	68		"O"			"Browse"
1676	118	"FRAM"	36	0		"O"			
1677	118	"PIRU"	49	17		"O"			
1678	118	"PIRU"	25	4		"O"			
1679	118	"PIRU"	24	9		"O"			
1680	118	"PIRU"	29	7		"O"			
1681	118	"PIST"	192	60	1.70	"O"			
1682	118	"PIST"	293	45	4.20	"I"			
1683	118	"PIST"	20	1		"O"			
1684	118	"PIRE"	17	0		"O"			
1685	118	"QURU"	29	0		"O"			
1686	118	"QURU"	10	0		"O"			"Browse"
1687	118	"PRSE"	15	11		"OP"			"Browse"
1688	118	"ACRU"	973	271	8.40	"E"	11		
1689	122	"ABBA"	228	11	2.80	"I"			
1690	122	"ABBA"	108	32		"O"			
1691	122	"ABBA"	147	21	9.00	"I"			
1692	122	"ABBA"	95	10		"O"			"Browse"
1693	122	"ACRU"	369	47	2.00	"OP"	14		
1694	122	"ACRU"	20	20		"O"			"Browse"
1695	122	"ACRU"	11	11		"O"			
1696	122	"ACRU"				"O"			
1697	122	"PIRU"	51	5		"OP"			
1698	122	"PIRU"	15	4		"OP"			
1699	122	"PIRU"				"OP"			"Browse"
1700	123	"ABBA"	623	137	9.70	"D"			"Scar"
1701	123	"ABBA"	220	23	2.10	"C"			
1702	123	"ABBA"	254	27	3.40	"C"			
1703	123	"ABBA"	139	26	0.80	"I"			
1704	123	"PIST"	148	15	0.70	"I"			"FTG"
1705	123	"PIST"	81	30		"O"			
1706	123	"PIST"				"OP"			
1707	123	"FRAM"	34	0		"O"			"Browse"
1708	123	"FRAM"	41	21		"O"			"Browse"
1709	123	"FRAM"	16	0		"OP"			"Browse"
1710	123	"OSVI"	58	2		"O"			
1711	123	"OSVI"	24	5		"OP"			"Browse"
1712	123	"OSVI"	16	9		"O"			"Browse"
1713	123	"OSVI"	21	7		"O"			"Browse"
1714	123	"PIRE"	68	18		"OP"			
1715	123	"PIRU"	42	4		"O"			
1716	123	"PIRU"	54	5		"OP"			
1717	123	"QURU"				"OP"			
1718	123	"QURU"	21	9		"O"			"Browse"
1719	123	"ACRU"				"OP"			
1720	123	"ACRU"				"OP"			
1721	123	"ACRU"				"OP"			
1722	123	"ACRU"				"OP"			
1723	123	"PRSE"				"OP"			"Browse"
1724	49	"ABBA"	364	52	5.50	"D"			
1725	49	"ABBA"	212	23	2.30	"I"			
1726	49	"ABBA"	346	37	6.10	"C"			
1727	49	"ABBA"	231	35	2.50	"I"			
1728	49	"POTR"	340	121	2.40	"C"			
1729	49	"POTR"	260	94	1.50	"C"			
1730	49	"POTR"	306	18	2.00	"C"			
1731	49	"POTR"	227	14	1.40	"I"			
1732	49	"FRAM"	47	30		"O"			"Browse"
1733	49	"FRAM"	37	15		"O"			"Browse"
1734	49	"FRAM"	20	14		"O"			"Browse"
1735	49	"FRAM"	78	78		"O"			
1736	49	"ACRU"	493	163	2.80	"D"	22		
1737	49	"ACRU"	15	13		"O"			"Browse"
1738	49	"ACRU"	26	11		"OP"			
1739	49	"ACRU"	15	15		"O"			
1740	49	"OSVI"	20	8		"OP"			
1741	49	"OSVI"	27	14		"O"			"Browse"
1742	49	"OSVI"	20	20		"O"			
1743	49	"OSVI"	18	16		"O"			"Browse"
1744	49	"PIST"	42	19		"OP"			
1745	49	"PIST"	63	15		"OP"			
1746	49	"PRSE"	15	13		"O"			
1747	49	"QURU"	11	11		"O"			"Browse"
1748	49	"QURU"	11	0		"O"			
1749	57	"ABBA"	679	149	9.00	"C"			
1750	57	"ABBA"	605	184	7.40	"C"			
1751	57	"ABBA"	521	107	7.30	"C"			
1752	57	"ABBA"	464	84	7.20	"C"			
1753	57	"PIST"	687	151	19.10	"D"		1	
1754	57	"PIST"	560	215	8.30	"C"			
1755	57	"PIST"	543	151	10.00	"C"			
1756	57	"POTR"	583	345	4.10	"C"			
1757	57	"ACRU"	79	38		"O"			
1758	57	"ACRU"	27	27		"O"			"Browse"
1759	57	"ACRU"	10	0		"O"			"Browse"
1760	57	"ACRU"				"O"			
1761	57	"FRAM"				"O"			
1762	57	"FRAM"	18	0		"O"			"Browse"
1763	57	"FRAM"				"O"			
1764	57	"FRAM"	29	20		"O"			
1765	57	"QURU"	19	0		"O"			"Browse"
1766	57	"QURU"				"O"			
1767	58	"ABBA"	298	40	5.30	"C"			"Raspberry - Skid Trail"
1768	58	"ABBA"	85	18		"O"			"Browse"
1769	58	"PIST"	44	25		"OP"			
1770	58	"PIST"				"OP"			
1771	58	"FRAM"	100	47		"O"			
1772	58	"FRAM"	59	33		"OP"			
1773	58	"FRAM"	27	22		"O"			"Browse"
1774	58	"FRAM"	18	0		"OP"			
1775	58	"QURU"	13	13		"OP"			"Browse"
1776	58	"ACRU"	25	1		"OP"			"Browse"
1777	58	"POTR"	101	98		"OP"			
1778	58	"POTR"	56	18		"O"			"Browse"
1779	58	"POTR"	101	57		"O"			"Browse"
1780	58	"OSVI"	56	3		"OP"			"Browse"
1781	59	"ABBA"	256	30	4.00	"D"			
1782	59	"ABBA"	245	41	3.30	"C"			
1783	59	"ABBA"	249	13	2.90	"C"			
1784	59	"ABBA"	279	25	3.40	"C"			
1785	59	"POTR"	385	99	2.20	"D"			
1786	59	"POTR"	348	116	1.50	"C"			
1787	59	"POTR"	328	130	1.60	"D"			
1788	59	"POTR"	351	76	2.00	"D"			
1789	59	"OSVI"	267	81	1.30	"I"			
1790	59	"OSVI"	18	4		"OP"			"Browse"
1791	59	"FRAM"	42	18		"OP"			"Browse"
1792	59	"FRAM"	35	0		"O"			"Browse"
1793	59	"FRAM"	34	25		"O"			"Browse"
1794	59	"FRAM"	19	0		"O"			
1795	59	"ACRU"	28	15		"O"			
1796	59	"ACRU"				"O"			
1797	59	"ACRU"	19	10		"O"			"Browse"
1798	59	"ACRU"				"O"			
1799	60	"ABBA"	151	92	2.20	"OP"			"Plot near edge/Raspberry"
1800	60	"ABBA"	97	18		"OP"			
1801	60	"ABBA"	54	4		"OP"			
1802	60	"PIST"	32	12		"OP"			
1803	60	"ACRU"				"OP"			
1804	60	"ACRU"	18	17		"OP"			"Browse"
1805	60	"ACRU"	26	10		"OP"			"Browse"
1806	60	"ACRU"	47	23		"OP"			"Browse"
1807	60	"FRAM"	16	0		"OP"			
1808	60	"FRAM"	14	0		"OP"			
1809	60	"FRAM"	19	0		"OP"			
1810	60	"FRAM"	19	0		"OP"			
1811	60	"QURU"	17	0		"OP"			"Browse"
1812	38	"OUT"							
1813	39	"ABBA"	501	116	6.70	"D"			
1814	39	"ABBA"	387	120	3.50	"C"			
1815	39	"ABBA"	322	72	3.80	"C"			
1816	39	"ABBA"	330	82	4.00	"C"			
1817	39	"PIST"	338	67	3.80	"C"		1	
1818	39	"PIST"	438	136	8.20	"D"			
1819	39	"PIST"	381	96	6.50	"D"		1	
1820	39	"PIST"	294	96	3.70	"C"		1	
1821	39	"PIRU"	29	6		"O"			
1822	39	"PIRU"	131	17	0.30	"O"			
1823	39	"PIRU"	28	16		"O"			
1824	39	"PIRU"				"O"			
1825	39	"ACRU"	494	22	3.50	"D"	7		
1826	39	"ACRU"	12	0		"O"			"Browse"
1827	39	"ACRU"				"O"			
1828	39	"ACRU"				"O"			
1829	39	"QURU"	12	0		"I"			
1830	39	"QURU"				"O"			
1831	39	"QURU"				"O"			
1832	39	"QURU"				"O"			
1833	39	"OSVI"	25	1		"O"			"Browse"
1834	39	"OSVI"	20	19		"O"			"Browse"
1835	39	"OSVI"	15	0		"O"			
1836	39	"FRAM"	56	49		"O"			"Browse"
1837	40	"ABBA"	687	71	9.90	"D"			
1838	40	"ABBA"	36	13		"OP"			
1839	40	"ABBA"	33	16		"O"			
1840	40	"ABBA"	45	35		"O"			
1841	40	"ACRU"	462	216	3.00	"C"			
1842	40	"ACRU"	12	0		"OP"			
1843	40	"ACRU"				"OP"			"Browse"
1844	40	"ACRU"	14	4		"OP"			"Browse"
1845	40	"FRAM"	20	19		"O"			"Browse"
1846	40	"FRAM"	20	20		"O"			"Browse"
1847	40	"FRAM"	16	0		"O"			"Browse"
1848	40	"FRAM"	29	0		"O"			"Browse"
1849	40	"OSVI"	36	3		"OP"			"Browse"
1850	40	"OSVI"	20	11		"OP"			"Browse"
1851	40	"OSVI"	23	11		"OP"			"Browse"
1852	40	"QURU"	20	0		"O"			"Browse"
1853	42	"ABBA"	141	44	0.80	"O"			"Used Blue Flagging on this Plot"
1854	42	"ABBA"	137	24	0.80	"O"			
1855	42	"ABBA"	109	29		"O"			
1856	42	"ABBA"	114	21		"O"			
1857	42	"POTR"	252	86	1.00	"OP"			
1858	42	"POTR"	211	140	0.90	"OP"			
1859	42	"POTR"	113	113		"I"			
1860	42	"POTR"	170	135	0.50	"I"			
1861	42	"FRAM"	60	42		"OP"			
1862	42	"FRAM"	66	58		"OP"			"Browse"
1863	42	"FRAM"	54	17		"OP"			
1864	42	"FRAM"	54	17		"OP"			"Browse"
1865	42	"ACRU"	12	0		"OP"			"Browse"
1866	42	"ACRU"	34	23		"OP"			
1867	42	"ACRU"	19	15		"OP"			
1868	42	"ACRU"	23	10		"OP"			
1869	42	"PIST"	95	20		"OP"			
1870	42	"PRSE"	54	18		"OP"			"Browse"
1871	42	"OSVI"	19	12		"O"			
1872	42	"OSVI"	19	11		"O"			
1873	42	"THOC"				"O"			
1874	43	"ABBA"	949	365	11.50	"D"			
1875	43	"ABBA"	581	327	10.30	"C"			
1876	43	"ABBA"	949	311	11.00	"D"			
1877	43	"ABBA"	601	210	8.50	"OP"			
1878	43	"POTR"	286	167	1.40	"OP"			
1879	43	"POTR"	116	73		"O"			
1880	43	"POTR"	42	22		"O"			"Browse/Dying"
1881	43	"ACRU"				"O"			
1882	43	"ACRU"				"O"			
1883	43	"ACRU"				"I"			
1884	43	"ACRU"	11	11		"O"			
1885	43	"FRAM"	14	0		"O"			
1886	43	"FRAM"	15	0		"O"			
1887	43	"FRAM"				"O"			
1888	43	"FRAM"				"O"			
1889	43	"QURU"				"O"			
1890	43	"PIST"				"OP"			
1891	43	"OSVI"	11	8		"O"			
1892	43	"THOC"				"O"			
1893									
