"RA"	"RT."	"TREE_CODE"	"INV"	"CREW"	"DATE"	"DBH"	"HT"	"LLC"	"COND"	"ST"	"LI"	"CC"	"CAV"	"NOTES"
1.00	64.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	59.80	23.50	10.20	0.00	"B"	4		"N"	
1.00	65.00	"BEPA"	1.00		5/21/1996 0:00:00	37.59						"D"	"0"	
1.00	65.00	"BEPA"	2.00		7/12/2000 0:00:00	38.10	30.80	15.10				"D"	"0"	
1.00	65.00	"BEPA"	3.00		11/3/2004 0:00:00	38.20	23.80	14.90	0.00	"B"	3	"D"	"0"	
1.00	65.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00	39.50	27.10	14.90	0.00	"B"	3		"N"	
1.00	66.00	"ABBA"	1.00		5/21/1996 0:00:00	43.18	12.98	9.21				"C"	"0"	
1.00	66.00	"ABBA"	2.00		7/12/2000 0:00:00				9.00					
1.00	66.00	"ABBA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	67.00	"PIRU"	2.00		7/12/2000 0:00:00	44.90	16.30	7.80				"C"	"0"	
1.00	67.00	"TSCA"	1.00		5/21/1996 0:00:00	54.61	22.15	11.29				"C"	"0"	
1.00	67.00	"TSCA"	3.00		11/3/2004 0:00:00	45.64	21.30	6.80	0.00	"B"	4	"C"	"0"	
1.00	67.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	47.30	21.80	7.30	0.00	"B"	5		"N"	
1.00	68.00	"TSCA"	1.00		5/21/1996 0:00:00	68.58	22.07	9.93				"C"	"0"	
1.00	68.00	"TSCA"	2.00		7/13/2000 0:00:00	56.40	21.70	7.60	2.00			"C"	"1"	
1.00	68.00	"TSCA"	3.00		11/3/2004 0:00:00	57.39	22.60	7.00	2.00	"A"	3	"D"	"1"	
1.00	68.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	60.40	23.20	4.10	0.00	"B"	3		"N"	
1.00	69.00	"FAGR"	1.00		5/21/1996 0:00:00	59.94	20.75	11.82				"C"	"0"	
1.00	69.00	"FAGR"	2.00		7/13/2000 0:00:00	47.80	15.70	10.40	2.00			"I"	"1"	
1.00	69.00	"FAGR"	3.00		11/3/2004 0:00:00	47.87	14.70	9.70	234.00	"B"	2	"I"	"1"	
1.00	69.00	"FAGR"	4.00	"KB;HV"	7/1/2010 0:00:00	47.90	15.50	11.80	2345.00	"C"	1		"N"	
1.00	70.00	"PIST"	1.00		5/21/1996 0:00:00	116.84	33.26	22.28				"D"	"0"	
1.00	70.00	"PIST"	2.00		7/13/2000 0:00:00	97.60	31.40	11.00				"D"	"0"	
1.00	70.00	"PIST"	3.00		11/3/2004 0:00:00	97.59	32.30	10.00	0.00	"A"	5	"D"	"0"	
1.00	70.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	101.40	34.50	12.60	0.00	"B"	5		"N"	
1.00	71.00	"PIRU"	1.00		5/21/1996 0:00:00	54.61	22.90	17.86				"C"	"0"	
1.00	71.00	"PIRU"	2.00		7/13/2000 0:00:00	43.90	22.40	14.10				"C"	"0"	
1.00	71.00	"PIRU"	3.00		11/3/2004 0:00:00	44.65	22.10	10.10	0.00	"A"	3	"C"	"0"	
1.00	71.00	"PIRU"	4.00	"KB;HV"	7/1/2010 0:00:00	44.60	23.00	10.10	0.00	"B"	5		"N"	
1.00	72.00	"TSCA"	1.00		5/21/1996 0:00:00	61.46	23.42	7.02				"C"	"0"	
1.00	72.00	"TSCA"	2.00		7/13/2000 0:00:00	50.10	23.00	5.70				"C"	"0"	
1.00	72.00	"TSCA"	3.00		11/3/2004 0:00:00	50.89	24.20	6.80	0.00	"B"	2	"C"	"0"	
1.00	72.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	52.70	24.60	9.80	0.00	"B"	3		"N"	
1.00	73.00	"TSCA"	1.00		5/21/1996 0:00:00	66.54	17.78	10.66	2.00			"C"	"1"	
1.00	73.00	"TSCA"	2.00		7/13/2000 0:00:00	53.30	17.30	5.10				"C"	"0"	
1.00	73.00	"TSCA"	3.00		11/3/2004 0:00:00	53.12	17.80	5.30	2.00	"B"	3	"I"	"1"	
1.00	73.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	53.70	18.30	7.90	2.00	"B"	1		"Y"	
1.00	74.00	"THOC"	1.00		5/21/1996 0:00:00	36.83	13.10	10.08	2.00			"I"	"1"	
1.00	74.00	"THOC"	2.00		7/13/2000 0:00:00	30.20	19.70	4.90				"I"	"0"	
1.00	74.00	"THOC"	3.00		11/3/2004 0:00:00	30.27	15.00	4.70	2.00	"C"	1	"I"	"1"	
1.00	74.00	"THOC"	4.00	"KB;HV"	7/1/2010 0:00:00	32.90	15.60	9.20	0.00	"C"	2		"Y"	
1.00	75.00	"TSCA"	1.00		5/21/1996 0:00:00	130.30						"C"	"0"	
1.00	75.00	"TSCA"	2.00		7/13/2000 0:00:00	51.50	24.00	5.30				"C"	"0"	
1.00	75.00	"TSCA"	3.00		11/3/2004 0:00:00	51.88	22.00	7.20	2.00	"B"	2	"C"	"1"	
1.00	75.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00				2.00					
1.00	76.00	"BEAL"	1.00		5/21/1996 0:00:00	56.89	24.08	11.79				"C"	"0"	
1.00	76.00	"BEAL"	2.00		7/12/2000 0:00:00	46.10	19.10	6.50				"C"	"0"	
1.00	76.00	"BEAL"	3.00		11/3/2004 0:00:00	46.79	22.30	11.20	0.00	"B"	3	"C"	"0"	
1.00	76.00	"BEAL"	4.00	"KB;HV"	7/1/2010 0:00:00	47.80	22.90	8.90	0.00	"B"	3			
1.00	77.00	"BEAL"	1.00		5/21/1996 0:00:00	61.46	19.47	9.15				"C"	"0"	
1.00	77.00	"BEAL"	2.00		7/12/2000 0:00:00	49.80	23.90	12.00				"C"	"0"	
1.00	77.00	"BEAL"	3.00		11/3/2004 0:00:00	50.54	22.80	12.80	2.00	"B"	3	"C"	"1"	
1.00	77.00	"BEAL"	4.00	"KB;HV"	7/1/2010 0:00:00	51.00	24.60	7.10	23.00	"B"	4		"N"	
1.00	78.00	"PIST"	1.00		5/21/1996 0:00:00	36.83	23.32	15.85				"C"	"0"	
1.00	78.00	"PIST"	2.00		7/12/2000 0:00:00	33.50	24.50	14.20				"C"	"0"	
1.00	78.00	"PIST"	3.00		11/3/2004 0:00:00	37.90	24.20	15.50	0.00	"A"	4	"C"	"0"	
1.00	78.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	43.20	27.80	17.60	0.00	"A"	5		"N"	
1.00	79.00	"TSCA"	1.00		5/21/1996 0:00:00	70.35	24.00	13.68				"C"	"0"	
1.00	79.00	"TSCA"	2.00		7/12/2000 0:00:00	57.50	25.10	10.00				"C"	"0"	
1.00	79.00	"TSCA"	3.00		11/3/2004 0:00:00	58.20	24.50	10.50	0.00	"A"	3	"D"	"0"	
1.00	79.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	59.60	24.60	12.00	0.00	"B"	4		"N"	
1.00	80.00	"PIST"	1.00		5/21/1996 0:00:00	55.37	27.29	16.37				"C"	"0"	
1.00	80.00	"PIST"	2.00		7/12/2000 0:00:00	45.80	24.50	14.30				"D"	"0"	
1.00	80.00	"PIST"	3.00		11/3/2004 0:00:00	48.90	26.80	14.10	0.00	"A"	5	"D"	"0"	
1.00	80.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	50.60	27.50	16.40	0.00	"B"	4		"N"	
1.00	81.00	"TSCA"	1.00		5/21/1996 0:00:00	84.58			2.00			"C"	"1"	
1.00	81.00	"TSCA"	2.00		7/12/2000 0:00:00	34.50	15.70	7.10	2.00			"C "	"1"	
1.00	81.00	"TSCA"	3.00		11/3/2004 0:00:00	35.00	16.20	6.50	2.00	"B"	4	"C"	"1"	
1.00	81.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	38.30	17.00	6.50	2.00	"B"	3		"N"	
1.00	82.00	"PIST"	1.00		5/21/1996 0:00:00	69.59	22.70	11.57	2.00			"D"	"1"	
1.00	82.00	"PIST"	2.00		7/12/2000 0:00:00	54.60	26.70	11.00	2.00			"D"	"1"	
1.00	82.00	"PIST"	3.00		11/3/2004 0:00:00				9.00					
1.00	82.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	83.00	"PIST"	1.00		5/21/1996 0:00:00	55.11	24.05	14.67				"C"	"0"	
1.00	83.00	"PIST"	2.00		7/12/2000 0:00:00	44.10	24.10	15.90				"D"	"0"	
1.00	83.00	"PIST"	3.00		11/3/2004 0:00:00	45.67	26.20	15.30	0.00	"A"	4	"D"	"0"	
1.00	83.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	47.60	26.10	15.50	0.00	"B"	4		"N"	
1.00	84.00	"POGR"	1.00		5/21/1996 0:00:00	36.57	21.71	14.76				"C"	"0"	
1.00	84.00	"POGR"	2.00		7/12/2000 0:00:00	32.00	26.40	12.70				"D"	"0"	
1.00	84.00	"POGR"	3.00		11/3/2004 0:00:00	34.00	24.40	16.60	2.00	"B"	4	"C"	"0"	
1.00	84.00	"POGR"	4.00	"KB;HV"	7/1/2010 0:00:00	37.30	24.10	14.90	2.00	"B"	3		"N"	
1.00	85.00	"PIST"	1.00		5/21/1996 0:00:00	71.88	26.48	14.03				"C"	"0"	
1.00	85.00	"PIST"	2.00		7/12/2000 0:00:00	57.50	29.20	16.90				"D"	"0"	
1.00	85.00	"PIST"	3.00		11/3/2004 0:00:00	59.50	28.10	15.50	0.00	"A"	4	"D"	"0"	
1.00	85.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	59.90	28.90	19.20	0.00	"B"	4		"N"	
1.00	86.00	"BEPA"	1.00		5/21/1996 0:00:00	41.65	19.31	12.55				"C"	"0"	
1.00	86.00	"BEPA"	2.00		7/12/2000 0:00:00	33.00	18.40	10.20				"C"	"0"	
1.00	86.00	"BEPA"	3.00		11/3/2004 0:00:00	32.80	16.60	11.70	23.00			"I"	"1"	
1.00	86.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	87.00	"POGR"	1.00		5/21/1996 0:00:00	48.26	23.44	15.00				"C"	"0"	
1.00	87.00	"POGR"	2.00		7/12/2000 0:00:00	39.30	21.10	12.50				"C"	"0"	
1.00	87.00	"POGR"	3.00		11/3/2004 0:00:00	41.00	21.30	14.20	2.00	"B"	2	"C"	"0"	
1.00	87.00	"POGR"	4.00	"KB;HV"	7/1/2010 0:00:00	43.20	22.10	12.70	23.00	"B"	3		"N"	
1.00	88.00	"PIST"	1.00		5/21/1996 0:00:00	59.94	22.62	14.02				"D"	"0"	
1.00	88.00	"PIST"	2.00		7/12/2000 0:00:00	48.10	24.50	13.50				"D"	"0"	
1.00	88.00	"PIST"	3.00		11/3/2004 0:00:00	48.50	22.70	13.20	0.00	"A"	3	"D"	"0"	
1.00	88.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	50.10	22.60	13.10	0.00	"B"	3		"N"	
1.00	89.00	"TSCA"	1.00		5/21/1996 0:00:00	40.89	17.82	13.00	2.00			"C"	"1"	
1.00	89.00	"TSCA"	2.00		7/12/2000 0:00:00	33.00	17.30	12.00	2.00			"C"	"1"	
1.00	89.00	"TSCA"	3.00		11/3/2004 0:00:00				9.00					
1.00	89.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	90.00	"PIST"	1.00		5/21/1996 0:00:00	66.54	23.80	14.28				"C"	"0"	
1.00	90.00	"PIST"	2.00		7/12/2000 0:00:00	53.00	26.90	13.30				"D"	"0"	
1.00	90.00	"PIST"	3.00		11/3/2004 0:00:00	54.20	23.20	13.90	0.00	"A"	3	"D"	"0"	
1.00	90.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	56.10	25.10	13.60	0.00	"B"	4		"N"	
1.00	91.00	"FAGR"	1.00		5/21/1996 0:00:00	53.59	22.36	11.40	2.00			"C"	"1"	
1.00	91.00	"FAGR"	2.00		7/12/2000 0:00:00	42.70	21.10	9.80	2.00			"I"	"1"	
1.00	91.00	"FAGR"	3.00		11/3/2004 0:00:00	42.60	17.30	10.00	2.00	"C"	1	"I"	"1"	
1.00	91.00	"FAGR"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	92.00	"TSCA"	1.00		5/21/1996 0:00:00	86.86	23.31	10.48	2.00			"C"	"1"	
1.00	92.00	"TSCA"	2.00		7/12/2000 0:00:00	71.10	24.00	9.30				"D"	"0"	
1.00	92.00	"TSCA"	3.00		11/3/2004 0:00:00				9.00					
1.00	92.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	93.00	"BEPA"	1.00		5/21/1996 0:00:00	46.48	24.18	15.47				"C"	"0"	
1.00	93.00	"BEPA"	2.00		7/12/2000 0:00:00	37.50	17.20	12.30				"C"	"0"	
1.00	93.00	"BEPA"	3.00		11/3/2004 0:00:00	37.68	18.50	12.80	3.00	"B"	5	"D"	"0"	
1.00	93.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	94.00	"PIST"	1.00		5/21/1996 0:00:00	119.88						"D"	"0"	
1.00	94.00	"PIST"	2.00		7/12/2000 0:00:00	47.00	27.90	16.30				"D"	"0"	
1.00	94.00	"PIST"	3.00		11/3/2004 0:00:00	48.20	25.00	15.90	0.00	"A"	5	"D"	"0"	
1.00	94.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	50.10	33.70	18.20		"B"	4		"N"	
1.00	95.00	"BEAL"	1.00		5/21/1996 0:00:00	60.96	18.62	11.54				"C"	"0"	
1.00	95.00	"BEAL"	2.00		7/12/2000 0:00:00	48.80	16.10	11.50	2.00			"C"	"1"	
1.00	95.00	"BEAL"	3.00		11/3/2004 0:00:00	48.12	17.20	12.50	2.00	"B"	4	"C"	"1"	
1.00	95.00	"BEAL"	4.00	"KB;HV"	7/1/2010 0:00:00	49.20	18.10	10.70	0.00	"B"	4		"N"	
1.00	96.00	"ACRU"	1.00		5/21/1996 0:00:00	54.86	23.65	17.73				"C"	"0"	
1.00	96.00	"ACRU"	2.00		7/12/2000 0:00:00	44.10	24.60	14.50				"C"	"0"	
1.00	96.00	"ACRU"	3.00		11/3/2004 0:00:00	44.00	24.20	15.10	0.00	"B"	3	"D"	"0"	
1.00	96.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00	45.10	24.10	12.90	0.00	"B"	2		"N"	
1.00	97.00	"PIST"	1.00		5/21/1996 0:00:00	117.60	33.26	15.96				"D"	"0"	
1.00	97.00	"PIST"	2.00		7/12/2000 0:00:00	95.10	33.00	11.10				"D"	"0"	
1.00	97.00	"PIST"	3.00		11/3/2004 0:00:00	96.28	34.10	14.50	0.00	"A"	4	"D"	"0"	
1.00	97.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	98.20	36.00	20.00	0.00	"A"	5		"N"	
1.00	98.00	"BEAL"	1.00		5/21/1996 0:00:00	75.43	21.04	11.57				"C"	"0"	
1.00	98.00	"BEAL"	2.00		7/12/2000 0:00:00	60.60	21.10	10.00				"C"	"0"	
1.00	98.00	"BEAL"	3.00		11/3/2004 0:00:00	60.03	19.00	12.50	2.00	"B"	3	"C"	"0"	
1.00	98.00	"BEAL"	4.00	"KB;HV"	7/1/2010 0:00:00	60.30	21.00	12.20	3.00	"B"	3		"N"	
1.00	99.00	"FRAM"	1.00		5/21/1996 0:00:00	73.66	23.94	14.60				"C"	"0"	
1.00	99.00	"FRAM"	2.00		7/12/2000 0:00:00	62.90	25.90	10.60				"C"	"0"	
1.00	99.00	"FRAM"	3.00		11/3/2004 0:00:00	61.05	25.20	14.00	0.00	"B"	3	"D"	"0"	
1.00	99.00	"FRAM"	4.00	"KB;HV"	7/1/2010 0:00:00	64.30	28.80	13.30	0.00	"B"	3		"N"	
1.00	100.00	"PIST"	1.00		5/21/1996 0:00:00	73.91	21.22		2.00				"1"	
1.00	100.00	"PIST"	2.00		7/13/2000 0:00:00				9.00					
1.00	100.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	101.00	"ACRU"	1.00		5/21/1996 0:00:00	45.46	22.63	12.70				"D"	"0"	
1.00	101.00	"ACRU"	2.00		7/13/2000 0:00:00	45.10	22.90	10.00				"C"	"0"	
1.00	101.00	"ACRU"	3.00		11/3/2004 0:00:00	45.20	21.10	15.30	0.00	"B"	5	"D"	"0"	
1.00	101.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	102.00	"BEPA"	1.00		5/21/1996 0:00:00	59.94	27.14	13.57				"C"	"0"	
1.00	102.00	"BEPA"	2.00		7/13/2000 0:00:00	47.00	18.00	8.10				"C"	"0"	
1.00	102.00	"BEPA"	3.00		11/3/2004 0:00:00	47.74	19.40	13.30	0.00	"B"	3	"C"	"0"	
1.00	102.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00	50.40	21.60	8.30	0.00	"B"	4		"N"	
1.00	103.00	"FAGR"	1.00		5/21/1996 0:00:00	32.76	20.29	9.33				"O"	"0"	
1.00	103.00	"FAGR"	2.00		7/13/2000 0:00:00	28.20	21.00	6.30				"C"	"0"	
1.00	103.00	"FAGR"	3.00		11/3/2004 0:00:00	29.47	19.50	4.00	0.00	"B"	2	"C"	"0"	
1.00	103.00	"FAGR"	4.00	"KB;HV"	7/1/2010 0:00:00	32.60	19.90	8.50	0.00	"B"	5		"N"	
1.00	104.00	"ACRU"	1.00		5/21/1996 0:00:00	45.21	21.93	11.62				"C"	"0"	
1.00	104.00	"ACRU"	2.00		7/13/2000 0:00:00	38.50	23.90	11.90				"C"	"0"	
1.00	104.00	"ACRU"	3.00		11/3/2004 0:00:00	38.89	21.20	10.60	0.00	"B"	3	"C"	"0"	
1.00	104.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00	41.50	23.30	12.00	0.00	"B"	5		"N"	
1.00	105.00	"PIST"	1.00		5/21/1996 0:00:00	78.99	25.91	12.95				"D"	"0"	
1.00	105.00	"PIST"	2.00		7/13/2000 0:00:00	65.50	28.60	11.60				"D"	"0"	
1.00	105.00	"PIST"	3.00		11/3/2004 0:00:00	67.80	29.40	12.10	0.00	"A"	5	"D"	"0"	
1.00	105.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	72.50	30.10	12.00	0.00	"B"	5		"N"	
1.00	106.00	"FAGR"	1.00		5/21/1996 0:00:00	53.34	19.38	9.88	2.00			"C"	"1"	
1.00	106.00	"FAGR"	2.00		7/13/2000 0:00:00	42.90	13.30	6.50	2.00			"I"	"1"	
1.00	106.00	"FAGR"	3.00		11/3/2004 0:00:00				9.00					
1.00	106.00	"FAGR"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	107.00	"PIST"	1.00		5/21/1996 0:00:00	87.37	31.30	15.33				"D"	"0"	
1.00	107.00	"PIST"	2.00		7/12/2000 0:00:00	73.00	30.90	15.90				"D"	"0"	
1.00	107.00	"PIST"	3.00		11/3/2004 0:00:00	73.46	31.90	14.10	0.00	"A"	5	"D"	"0"	
1.00	107.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	76.00	32.20	15.40	0.00	"A"	4		"N"	
1.00	108.00	"THOC"	1.00		5/21/1996 0:00:00	48.51	8.62	5.60				"I"	"0"	
1.00	108.00	"THOC"	2.00		7/12/2000 0:00:00	39.70	8.40	3.20	23.00			"I"	"1"	
1.00	108.00	"THOC"	3.00		11/3/2004 0:00:00	38.64	8.40	6.10	23.00	"D "	0	"O"	"1"	
1.00	108.00	"THOC"	4.00	"KB;HV"	7/1/2010 0:00:00				8.00					
1.00	109.00	"THOC"	1.00		5/21/1996 0:00:00	45.21	17.01	10.37				"C"	"0"	
1.00	109.00	"THOC"	2.00		7/12/2000 0:00:00	36.60	17.90	8.50				"C"	"0"	
1.00	109.00	"THOC"	3.00		11/3/2004 0:00:00	36.89	17.60	7.10	0.00	"B"	4	"C"	"0"	
1.00	109.00	"THOC"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	110.00	"ACRU"	1.00		5/21/1996 0:00:00	104.39	22.80	11.70				"C"	"0"	
1.00	110.00	"ACRU"	2.00		7/12/2000 0:00:00	41.00	21.20	10.20				"C"	"0"	
1.00	110.00	"ACRU"	3.00		11/3/2004 0:00:00	42.08	21.70	13.90	0.00	"B"	2	"C"	"0"	
1.00	110.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00	44.60	25.30	12.50	0.00	"B"	3		"N"	
1.00	111.00	"PIST"	1.00		5/21/1996 0:00:00	55.88	23.48	12.20				"C"	"0"	
1.00	111.00	"PIST"	2.00		7/12/2000 0:00:00	49.80	25.00	13.20				"C"	"0"	
1.00	111.00	"PIST"	3.00		11/3/2004 0:00:00	50.92	25.90	14.30	0.00	"A"	4	"D"	"0"	
1.00	111.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	55.30	23.30	13.90	0.00	"B"	4		"N"	
1.00	112.00	"BEAL"	1.00		5/21/1996 0:00:00	45.72	20.40	11.83				"C"	"0"	
1.00	112.00	"BEAL"	2.00		7/12/2000 0:00:00	36.90	20.30	5.30				"C"	"0"	
1.00	112.00	"BEAL"	3.00		11/3/2004 0:00:00	37.49	19.00	6.90	2.00	"B"	3	"C"	"1"	
1.00	112.00	"BEAL"	4.00	"KB;HV"	7/1/2010 0:00:00	38.50	19.10	6.00	0.00	"B"	3		"Y"	
1.00	113.00	"BEPA"	1.00		5/21/1996 0:00:00	48.76	20.74	15.76				"C"	"0"	
1.00	113.00	"BEPA"	2.00		7/12/2000 0:00:00	40.10	24.70	11.00				"C"	"0"	
1.00	113.00	"BEPA"	3.00		11/3/2004 0:00:00	39.05	20.30	13.90	3.00	"B"	2	"C"	"0"	
1.00	113.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00	40.00	21.10	8.40	0.00	"B"	4		"N"	
1.00	114.00	"ACRU"	1.00		5/21/1996 0:00:00	54.86	23.12	13.40				"C"	"0"	
1.00	114.00	"ACRU"	2.00		7/12/2000 0:00:00	45.60	26.30	13.90				"D"	"0"	
1.00	114.00	"ACRU"	3.00		11/3/2004 0:00:00	47.42	25.50	13.60	0.00	"B"	2	"D"	"0"	
1.00	114.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00	52.20	27.10	12.10	0.00	"B"	5		"N"	
1.00	115.00	"TSCA"	1.00		5/21/1996 0:00:00	82.04	20.08	10.24	2.00			"C"	"1"	
1.00	115.00	"TSCA"	2.00		7/12/2000 0:00:00	66.80	22.90	8.40				"D"	"0"	
1.00	115.00	"TSCA"	3.00		11/3/2004 0:00:00	68.30	22.10	8.10	0.00	"A"	5	"D"	"0"	
1.00	115.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	71.80	23.20	9.20	0.00	"B"	5		"N"	
1.00	116.00	"THOC"	1.00		5/21/1996 0:00:00	109.67						"C"	"0"	
1.00	116.00	"THOC"	2.00		7/12/2000 0:00:00	42.80	19.10	9.70	2.00			"C"	"1"	
1.00	116.00	"THOC"	3.00		11/3/2004 0:00:00	44.05	18.20	8.60	2.00	"B"	2	"I"	"0"	
1.00	116.00	"THOC"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	117.00	"PIST"	1.00		5/21/1996 0:00:00	84.83	27.37	14.23				"D"	"0"	
1.00	117.00	"PIST"	2.00		7/12/2000 0:00:00	69.00	28.10	15.50	2.00			"D"	"1"	
1.00	117.00	"PIST"	3.00		11/3/2004 0:00:00	69.50	24.60	14.90	2.00	"A"	4	"D"	"1"	
1.00	117.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	72.40	32.40	15.50	2.00	"A"	5		"Y"	
1.00	118.00	"TSCA"	1.00		5/21/1996 0:00:00	45.46	18.20	10.19				"C"	"0"	
1.00	118.00	"TSCA"	2.00		7/12/2000 0:00:00	36.80	20.80	9.30				"C"	"0"	
1.00	118.00	"TSCA"	3.00		11/3/2004 0:00:00	37.10	18.70	10.60	2.00	"B"	3	"C"	"1"	
1.00	118.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	39.00	19.80	9.20	2.00	"B"	3		"N"	
1.00	119.00	"PIRU"	1.00		5/21/1996 0:00:00	38.35	18.71	10.47				"C"	"0"	
1.00	119.00	"PIRU"	2.00		7/12/2000 0:00:00				8.00					
1.00	119.00	"PIRU"	3.00		11/3/2004 0:00:00									
1.00	119.00	"PIRU"	4.00	"KB;HV"	7/1/2010 0:00:00				8.00					
1.00	120.00	"TSCA"	1.00		3/10/1998 0:00:00	77.97	24.95	10.72				"C"	"0"	
1.00	120.00	"TSCA"	2.00		7/12/2000 0:00:00				8.00					
1.00	120.00	"TSCA"	3.00		11/3/2004 0:00:00									
1.00	120.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00				8.00					
1.00	121.00	"FRAM"	1.00		3/10/1998 0:00:00	25.90	17.29	12.54				"C"	"0"	
1.00	121.00	"FRAM"	2.00		7/12/2000 0:00:00				8.00					
1.00	121.00	"FRAM"	3.00		11/3/2004 0:00:00									
1.00	121.00	"FRAM"	4.00	"KB;HV"	7/1/2010 0:00:00				8.00					
1.00	122.00	"ACRU"	1.00		3/10/1998 0:00:00	21.30	21.21	17.41				"C"	"0"	
1.00	122.00	"ACRU"	2.00		7/12/2000 0:00:00	21.30	24.60	16.50				"D"	"0"	
1.00	122.00	"ACRU"	3.00		11/3/2004 0:00:00	21.70	22.10	16.50	0.00	"B"	1	"C"	"0"	
1.00	122.00	"ACRU"	4.00	"KB;HV"	7/1/2010 0:00:00	22.90	22.70	12.60	0.00	"B"	2		"N"	
1.00	123.00	"PIST"	1.00		3/10/1998 0:00:00	53.60	30.24	18.01				"D"	"0"	
1.00	123.00	"PIST"	2.00		7/12/2000 0:00:00	53.40	24.80	12.30				"D"	"0"	
1.00	123.00	"PIST"	3.00		11/3/2004 0:00:00	55.20	26.20	15.90	0.00	"A"	5	"D"	"0"	
1.00	123.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	56.90	26.40	15.80	0.00	"B"	4		"N"	
1.00	124.00	"TSCA"	1.00		3/10/1998 0:00:00	53.60	23.49	6.54				"D"	"0"	
1.00	124.00	"TSCA"	2.00		7/12/2000 0:00:00	55.30	23.60	13.30				"D"	"0"	
1.00	124.00	"TSCA"	3.00		11/3/2004 0:00:00	54.65	22.80	11.40	0.00	"B"	3	"D"	"0"	
1.00	124.00	"TSCA"	4.00	"KB;HV"	7/1/2010 0:00:00	55.60	26.90	13.90	0.00	"B"	4		"N"	
1.00	125.00	"BEPA"	1.00		3/10/1998 0:00:00	42.70	22.05	12.38	2.00			"D"	"1"	
1.00	125.00	"BEPA"	2.00		7/12/2000 0:00:00	44.90	20.90	11.50				"C"	"0"	
1.00	125.00	"BEPA"	3.00		11/3/2004 0:00:00	43.00	21.00	12.40	0.00	"B"	4	"D"	"0"	
1.00	125.00	"BEPA"	4.00	"KB;HV"	7/1/2010 0:00:00				9.00					
1.00	126.00	"PIST"	1.00		3/10/1998 0:00:00	80.00	29.14	13.01				"D"	"0"	
1.00	126.00	"PIST"	2.00		7/12/2000 0:00:00	82.80	29.70	12.90				"D"	"0"	
1.00	126.00	"PIST"	3.00		11/3/2004 0:00:00	83.39	30.40	13.40	0.00	"A"	4	"D"	"0"	
1.00	126.00	"PIST"	4.00	"KB;HV"	7/1/2010 0:00:00	86.40	32.20	17.50	0.00	"A"	5		"N"	
1.00	127.00	"PIST"	1.00		3/10/1998 0:00:00	58.20	26.04	17.10	2.00			"C"	"1"	
