"RA"	"PLOT"	"S."	"TREE_CODE"	"ORG"	"AZIM"	"DIST"	"ALIAS"	"OS."	"NOTES"
3.00	"A3"	4.00	"ABBA"		242.00	4.80			
3.00	"A3"	5.00	"ABBA"						
3.00	"A3"	6.00	"ABBA"		255.00	3.43			
3.00	"A3"	7.00	"ABBA"		255.00	8.00			
3.00	"A3"	7.00	"TSCA"		255.00	8.00			
3.00	"A3"	8.00	"TSCA"		256.00	5.29		53.00	
3.00	"A3"	9.00	"ACRU"		285.00	4.20			
3.00	"A3"	10.00	"ABBA"		331.00	4.36			
3.00	"A3"	11.00	"ABBA"		315.00	4.79			
3.00	"A3"	12.00	"ABBA"		71.00	2.75			
3.00	"A3"	13.00	"ABBA"		117.00	2.85			
3.00	"A3"	14.00	"TSCA"						
3.00	"A3"	15.00	"ABBA"		343.00	5.37			
3.00	"A3"	16.00	"TSCA"		47.00	5.07			
3.00	"A3"	17.00	"TSCA"		216.00	3.56			
3.00	"A3"	18.00	"TSCA"		224.00	3.75			
3.00	"A3"	19.00	"TSCA"		190.00	0.43			
3.00	"A3"	20.00	"TSCA"		186.00	3.42			
3.00	"A3"	21.00	"ABBA"		200.00	1.79			
3.00	"A3"	22.00	"TSCA"		232.00	2.20			
3.00	"A3"	23.00	"FAGR"		244.00	3.97			
3.00	"A4"	1.00	"ACRU"						
3.00	"A4"	2.00	"TSCA"		174.00	3.16			
3.00	"A4"	4.00	"ACRU"	"S"					
3.00	"A4"	5.00	"ACRU"	"S"				77.00	
3.00	"A4"	6.00	"ABBA"						
3.00	"A4"	7.00	"ABBA"						
3.00	"A4"	8.00	"ABBA"		21.00	1.32			
3.00	"A4"	9.00	"TSCA"						
3.00	"A4"	10.00	"TSCA"						
3.00	"A4"	11.00	"TSCA"						
3.00	"A4"	12.00	"TSCA"		49.00	2.90		83.00	
3.00	"A4"	13.00	"TSCA"					78.00	
3.00	"A4"	14.00	"ACRU"		23.00	2.01		84.00	
3.00	"A4"	15.00	"TSCA"		68.00	3.88			
3.00	"A4"	16.00	"TSCA"		322.00	2.36			
3.00	"B3"	1.00	"ABBA"						
3.00	"B3"	2.00	"ABBA"						
3.00	"B3"	3.00	"ABBA"		192.00	4.30			
3.00	"B3"	4.00	"ABBA"						
3.00	"B3"	5.00	"ABBA"		198.00	4.30			
3.00	"B3"	6.00	"ABBA"						
3.00	"B3"	7.00	"ABBA"		215.00	5.62			
3.00	"B3"	8.00	"ABBA"						
3.00	"B3"	9.00	"ABBA"						
3.00	"B3"	10.00	"TSCA"					32.00	
3.00	"B3"	11.00	"TSCA"		250.00	4.88			
3.00	"B3"	12.00	"ABBA"		271.00	5.60			
3.00	"B3"	13.00	"ABBA"						
3.00	"B3"	14.00	"ABBA"						
3.00	"B3"	15.00	"FAGR"		345.00	5.58		42.00	
3.00	"B3"	16.00	"FAGR"					31.00	
3.00	"B3"	17.00	"ABBA"					36.00	
3.00	"B3"	18.00	"ABBA"						
3.00	"B3"	19.00	"ABBA"		63.00	4.27			
3.00	"B3"	20.00	"ABBA"						
3.00	"B3"	21.00	"ABBA"						
3.00	"B3"	22.00	"ABBA"		110.00	3.74			
3.00	"B3"	23.00	"ABBA"						
3.00	"B3"	24.00	"ABBA"		135.00	4.61			
3.00	"B3"	25.00	"ABBA"						
3.00	"B3"	27.00	"ABBA"		154.00	4.57		39.00	
3.00	"B3"	28.00	"ABBA"						
3.00	"B3"	29.00	"ABBA"						
3.00	"B3"	30.00	"ABBA"		30.00	3.45			
3.00	"B3"	31.00	"ABBA"		60.00	5.05			
3.00	"B3"	32.00	"PIRU"		135.00	5.14			
3.00	"B3"	33.00	"ABBA"						
3.00	"B3"	34.00	"ABBA"						
3.00	"B3"	35.00	"ABBA"						
3.00	"B3"	36.00	"ABBA"						
3.00	"B3"	37.00	"TSCA"		255.00	5.62			
3.00	"B3"	38.00	"ABBA"						
3.00	"B3"	39.00	"ABBA"						
3.00	"B3"	40.00	"TSCA"		94.00	3.73			
3.00	"B3"	41.00	"ABBA"						
3.00	"B3"	42.00	"TSCA"		170.00	4.64			
3.00	"B3"	43.00	"TSCA"		191.00	3.91	32	43.00	
3.00	"B3"	44.00	"ABBA"		55.00	5.35			
3.00	"B3"	45.00	"TSCA"		164.00	4.32			
3.00	"B3"	46.00	"TSCA"		154.00	3.26			
3.00	"B4"	1.00	"ABBA"						
3.00	"B4"	2.00	"ABBA"		165.00	4.89			
3.00	"B4"	3.00	"TSCA"						
3.00	"B4"	4.00	"ABBA"						
3.00	"B4"	5.00	"ABBA"						
3.00	"B4"	6.00	"OSVI"						
3.00	"B4"	7.00	"ABBA"		121.00	3.06			
3.00	"B4"	8.00	"ABBA"						
3.00	"B4"	9.00	"ABBA"		154.00	3.73			
3.00	"B4"	10.00	"TSCA"						
3.00	"B4"	11.00	"TSCA"						
3.00	"B4"	12.00	"TSCA"						
3.00	"B4"	13.00	"TSCA"						
3.00	"B4"	14.00	"ABBA"		225.00	5.00			
3.00	"B4"	15.00	"ABBA"						
3.00	"B4"	16.00	"TSCA"		196.00	1.33			
3.00	"B4"	17.00	"ABBA"						
3.00	"B4"	18.00	"TSCA"						
3.00	"B4"	19.00	"TSCA"		190.00	3.71			
3.00	"B4"	20.00	"TSCA"		225.00	2.99			
3.00	"B4"	21.00	"TSCA"						
3.00	"B4"	22.00	"TSCA"		242.00	3.32			
3.00	"B4"	23.00	"TSCA"		233.00	4.46			
3.00	"B4"	24.00	"TSCA"		99.00	2.71			
3.00	"B4"	25.00	"TSCA"		56.00	3.40			
3.00	"B4"	26.00	"TSCA"		55.00	5.08			
3.00	"B4"	27.00	"TSCA"		325.00	4.68			
3.00	"B4"	28.00	"TSCA"		304.00	3.11			
3.00	"B4"	29.00	"ABBA"		268.00	1.37			
3.00	"B4"	30.00	"TSCA"		238.00	3.83			
3.00	"B4"	31.00	"TSCA"		229.00	3.11			
3.00	"B4"	32.00	"TSCA"		220.00	4.43			
3.00	"B4"	33.00	"TSCA"		184.00	4.32			
3.00	"B4"	34.00	"TSCA"		165.00	5.49			
3.00	"B4"	35.00	"TSCA"		183.00	2.59			
3.00	"B4"	36.00	"TSCA"		170.00	3.95			
3.00	"C2"	1.00	"ABBA"						
3.00	"C2"	2.00	"ABBA"		250.00	4.70			
3.00	"C2"	3.00	"ABBA"						
3.00	"C2"	4.00	"TSCA"						
3.00	"C2"	5.00	"ABBA"		316.00	5.01			
3.00	"C2"	6.00	"TSCA"					37.00	
3.00	"C2"	7.00	"ABBA"		317.00	4.54			
3.00	"C2"	8.00	"ABBA"		321.00	2.29			
3.00	"C2"	9.00	"ABBA"		350.00	5.11			
3.00	"C2"	10.00	"ABBA"		2.00	5.10		36.00	
3.00	"C2"	11.00	"ABBA"					40.00	
3.00	"C2"	12.00	"ABBA"						
3.00	"C2"	13.00	"ABBA"		74.00	5.62			
3.00	"C2"	14.00	"ABBA"		90.00	4.13			
3.00	"C2"	15.00	"ABBA"						
3.00	"C3"	1.00	"ABBA"						
3.00	"C3"	2.00	"ABBA"		230.00	3.62			
3.00	"C3"	3.00	"ABBA"		237.00	4.27			
3.00	"C3"	4.00	"ABBA"		286.00	2.87			
3.00	"C3"	5.00	"ABBA"		246.00	4.52			
3.00	"C3"	6.00	"ABBA"		245.00	5.47			
3.00	"C3"	7.00	"ABBA"		293.00	2.20			
3.00	"C3"	8.00	"ABBA"						
3.00	"C3"	9.00	"ABBA"		28.00	3.56			
3.00	"C3"	10.00	"FAGR"					49.00	
3.00	"C3"	11.00	"FAGR"						
3.00	"C3"	12.00	"ABBA"						
3.00	"C3"	13.00	"TSCA"						
3.00	"C3"	14.00	"TSCA"		189.00	4.83			
3.00	"C3"	15.00	"TSCA"						
3.00	"C3"	16.00	"TSCA"						
3.00	"C3"	17.00	"TSCA"						
3.00	"C3"	18.00	"TSCA"						
3.00	"C3"	19.00	"TSCA"						
3.00	"C3"	20.00	"TSCA"		222.00	5.38			
3.00	"C3"	21.00	"TSCA"		331.00	4.04			
3.00	"C3"	22.00	"TSCA"		6.00	4.90			
3.00	"C3"	23.00	"TSCA"		12.00	5.57			
3.00	"C3"	24.00	"TSCA"		352.00	5.49			
3.00	"D3"	1.00	"ABBA"		185.00	2.93			
3.00	"D3"	2.00	"ABBA"						
3.00	"D3"	3.00	"ABBA"						
3.00	"D3"	4.00	"ABBA"						
3.00	"D3"	5.00	"ABBA"		279.00	4.54			
3.00	"D3"	6.00	"ABBA"					52.00	
3.00	"D3"	7.00	"ABBA"		352.00	3.01		54.00	
3.00	"D3"	8.00	"ABBA"						
3.00	"D3"	9.00	"ABBA"		316.00	4.42			
3.00	"D3"	10.00	"ABBA"		331.00	4.53			
3.00	"D3"	11.00	"ABBA"	"W"	229.00	5.15		55.00	
3.00	"D3"	12.00	"ABBA"		348.00	5.04			
3.00	"D3"	13.00	"THOC"		0.00	4.90			
3.00	"D3"	14.00	"ABBA"						
3.00	"D3"	15.00	"ABBA"						
3.00	"D3"	16.00	"ABBA"						
3.00	"D3"	17.00	"ABBA"		84.00	3.37			
3.00	"D3"	18.00	"ABBA"		111.00	4.84			
3.00	"D3"	19.00	"ABBA"		141.00	5.26			
3.00	"D3"	20.00	"ABBA"						
3.00	"D3"	21.00	"ABBA"		173.00	5.08			
3.00	"D3"	22.00	"ABBA"		4.00	4.89			
3.00	"D3"	23.00	"ABBA"						
3.00	"D3"	24.00	"ABBA"		152.00	4.95			
3.00	"D3"	25.00	"ABBA"						
3.00	"D3"	26.00	"ABBA"		278.00	2.15			
3.00	"D3"	27.00	"TSCA"		305.00	1.61			
3.00	"D3"	28.00	"ABBA"		15.00	4.57			
3.00	"D3"	29.00	"ABBA"		348.00	5.41			
3.00	"D3"	30.00	"ABBA"		309.00	4.74			
3.00	"D3"	31.00	"ABBA"		283.00	3.97			
3.00	"D3"	32.00	"ABBA"		267.00	4.93			
3.00	"D3"	33.00	"ABBA"		263.00	4.96			
3.00	"D3"	34.00	"ABBA"		267.00	5.54			
3.00	"E2"	1.00	"ABBA"		186.00	5.13			
3.00	"E2"	2.00	"FRAM"		343.00	1.95			
3.00	"E2"	3.00	"ABBA"		79.00	4.02			
3.00	"E2"	4.00	"TSCA"		312.00	2.09			
3.00	"E2"	5.00	"ABBA"		306.00	2.57			
3.00	"E2"	6.00	"TSCA"		356.00	3.76			
3.00	"E2"	7.00	"TSCA"		39.00	2.40			
3.00	"E2"	8.00	"TSCA"		45.00	2.29			
3.00	"E2"	9.00	"TSCA"		129.00	2.95			
3.00	"E2"	10.00	"ABBA"		117.00	3.95			
3.00	"E2"	11.00	"ABBA"		116.00	4.67			
3.00	"E2"	12.00	"TSCA"		142.00	2.90			
3.00	"E2"	13.00	"ABBA"		250.00	0.53			
3.00	"E2"	14.00	"ABBA"		215.00	4.60			
3.00	"E2"	15.00	"TSCA"		226.00	3.65			
3.00	"E2"	16.00	"ABBA"		213.00	3.65			
3.00	"E2"	17.00	"ABBA"		113.00	5.54			
3.00	"E2"	18.00	"TSCA"		104.00	2.06			
3.00	"E2"	19.00	"ABBA"		62.00	3.61			
3.00	"E2"	20.00	"ABBA"		37.00	3.61			
3.00	"E2"	21.00	"ABBA"		0.00	2.95			
3.00	"E2"	22.00	"ABBA"		330.00	5.33			
3.00	"E2"	23.00	"ABBA"		310.00	5.01			
3.00	"E2"	24.00	"ABBA"		303.00	5.22			
3.00	"E2"	25.00	"ABBA"		311.00	4.40			
3.00	"E3"	1.00	"ABBA"		160.00	4.64			
3.00	"E3"	2.00	"ABBA"		241.00	2.93			
3.00	"E3"	3.00	"ABBA"		254.00	2.86			
3.00	"E3"	4.00	"ABBA"		291.00	3.18			
3.00	"E3"	5.00	"ABBA"		321.00	3.22			
3.00	"E3"	6.00	"ABBA"		317.00	3.85			
3.00	"E3"	7.00	"ABBA"		10.00	5.00			
3.00	"E3"	8.00	"ABBA"		350.00	1.75			
3.00	"E3"	9.00	"ABBA"		330.00	4.11			
3.00	"E3"	10.00	"TSCA"		6.00	2.39			
3.00	"E3"	11.00	"ABBA"		336.00	4.84			
3.00	"E3"	12.00	"TSCA"		58.00	2.65			
3.00	"E3"	13.00	"ABBA"		333.00	5.26			
3.00	"E3"	14.00	"ABBA"		101.00	2.54			
3.00	"E3"	15.00	"ABBA"		353.00	4.04			
3.00	"E3"	16.00	"ABBA"		5.00	5.05			
3.00	"E3"	17.00	"TSCA"		78.00	1.04			
3.00	"E3"	18.00	"TSCA"		8.00	4.02			
3.00	"E3"	19.00	"ABBA"		39.00	4.00			
3.00	"E3"	20.00	"ABBA"		54.00	1.11			
3.00	"E3"	21.00	"ABBA"		81.00	2.06			
3.00	"E3"	22.00	"ABBA"		93.00	1.49			
3.00	"E3"	23.00	"TSCA"		75.00	2.92			
3.00	"E3"	24.00	"TSCA"		82.00	3.16			
3.00	"E3"	25.00	"TSCA"		82.00	3.67			
3.00	"E3"	26.00	"TSCA"		71.00	2.83			
3.00	"E3"	27.00	"TSCA"		53.00	3.81			
3.00	"E3"	28.00	"TSCA"		37.00	5.04			
3.00	"E3"	29.00	"TSCA"		33.00	2.02			
3.00	"E3"	30.00	"ABBA"		38.00	4.64			
3.00	"E3"	31.00	"ABBA"		25.00	4.96			
3.00	"E3"	32.00	"ABBA"		22.00	5.00			
3.00	"E3"	33.00	"ABBA"		40.00	5.62			
3.00	"E3"	34.00	"ABBA"		352.00	5.22			
3.00	"E3"	35.00	"TSCA"		360.00	3.73			
3.00	"E3"	36.00	"TSCA"		355.00	3.70			
3.00	"E3"	37.00	"ABBA"		12.00	2.95			
3.00	"E3"	38.00	"ABBA"		21.00	3.48			
3.00	"E3"	39.00	"TSCA"		20.00	2.37			
3.00	"E3"	40.00	"TSCA"		105.00	1.88			
3.00	"E3"	41.00	"ACRU"		346.00	4.48			
3.00	"E3"	42.00	"ABBA"		199.00	1.34			
3.00	"E3"	43.00	"TSCA"		225.00	3.86			
3.00	"E3"	44.00	"TSCA"		238.00	4.23			
3.00	"E3"	45.00	"TSCA"		248.00	2.88			
3.00	"E3"	46.00	"ABBA"		246.00	4.39			
3.00	"E3"	47.00	"TSCA"		282.00	3.55			
3.00	"E3"	48.00	"TSCA"		286.00	3.62			
3.00	"E3"	49.00	"ABBA"		226.00	1.28			
3.00	"E4"	1.00	"ACSA"		191.00	4.22			
3.00	"E4"	2.00	"ACSA"	"S"	223.00	3.60			
3.00	"E4"	3.00	"ACSA"	"S"					
3.00	"E4"	4.00	"ACSA"	"S"	227.00	3.43			
3.00	"E4"	5.00	"ABBA"		278.00	0.40			
3.00	"E4"	6.00	"ABBA"		348.00	2.96			
3.00	"E4"	7.00	"ABBA"						
3.00	"E4"	8.00	"ABBA"						
3.00	"E4"	9.00	"ACSA"		2.00	4.80			
3.00	"E4"	10.00	"ABBA"						
3.00	"E4"	11.00	"ABBA"		66.00	1.71			
3.00	"E4"	12.00	"ABBA"						
3.00	"E4"	13.00	"ABBA"						
3.00	"E4"	14.00	"TSCA"		7.00	2.67			
3.00	"E4"	15.00	"TSCA"		32.00	1.29			
3.00	"E4"	16.00	"TSCA"		130.00	1.77			
3.00	"E4"	17.00	"TSCA"		107.00	5.35			
3.00	"E4"	18.00	"TSCA"		121.00	5.32			
3.00	"E4"	19.00	"TSCA"		122.00	4.48			
3.00	"E4"	20.00	"TSCA"		155.00	5.13			
3.00	"E4"	21.00	"TSCA"		215.00	4.40			
3.00	"E4"	22.00	"ABBA"		215.00	3.60			
3.00	"E4"	23.00	"TSCA"		243.00	5.09			
3.00	"E4"	24.00	"TSCA"		236.00	5.55			
3.00	"E4"	25.00	"ABBA"		251.00	4.41			
3.00	"E4"	26.00	"ABBA"		278.00	3.82			
