"RA"	"PLOT"	"DATE"	"CREW"	"OS."	"TREE_CODE"	"INV"	"NT/MT"	"DBH"	"COND"	"CC"	"ST"	"LI"	"LLC"	"HT"	"BAD"	"NOTES"
1.00	"I5"	4/1/2000 0:00:00		70	"BEPA"	2.00			8.00							
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	71	"TSCA"	1.00	"NT"	9.60	0.00	"O"						
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	71	"TSCA"	2.00		10.40	0.00	"I"						
1.00	"I5"	4/1/2005 0:00:00		71	"TSCA"	3.00		11.00	0.00		"C"	0				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	71	"TSCA"	4.00		12.10	0.00		"C"	0				
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	72	"TSCA"	1.00	"NT"	20.70	0.00	"O"						
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	72	"TSCA"	2.00		22.50	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		72	"TSCA"	3.00		22.80	0.00		"C"	0				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	72	"TSCA"	4.00		24.50	0.00		"C"	1	8	16		
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	73	"TSCA"	1.00	"NT"	14.20	0.00	"O"						
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	73	"TSCA"	2.00		15.90	0.00	"I"						
1.00	"I5"	4/1/2005 0:00:00		73	"TSCA"	3.00		17.20	0.00		"C"	0				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	73	"TSCA"	4.00		19.00	0.00		"B"	2				
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	74	"BEPA"	1.00	"NT"	13.40	0.00	"I"						
1.00	"I5"	4/1/2000 0:00:00		74	"BEPA"	2.00			8.00							
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	75	"BEPA"	1.00	"NT"	20.70	0.00	"I"						
1.00	"I5"	4/1/2000 0:00:00		75	"BEPA"	2.00			8.00							
1.00	"I5"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	76	"ABBA"	1.00	"NT"	15.60	0.00	"I"						
1.00	"I5"	4/1/2000 0:00:00		76	"ABBA"	2.00			8.00							
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	77	"BEPA"	2.00	"NT"	25.00	0.00	"D"						
1.00	"I5"	4/1/2005 0:00:00		77	"BEPA"	3.00		26.00	0.00		"B"	2				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	77	"BEPA"	4.00		27.00	0.00		"A"	4				
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	78	"ACSA"	2.00	"NT"	12.80	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		78	"ACSA"	3.00		13.20	0.00		"B"	0				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	78	"ACSA"	4.00		13.20	0.00		"B"	1				
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	79	"ACSA"	2.00	"NT"	12.80	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		79	"ACSA"	3.00		13.30	0.00		"C"	0				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	79	"ACSA"	4.00		13.50	0.00		"C"	1	7	14		
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	80	"BEPA"	2.00	"NT"	16.00	0.00	"D"						
1.00	"I5"	4/1/2005 0:00:00		80	"BEPA"	3.00		16.30	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	80	"BEPA"	4.00		16.70	0.00		"B"	3				
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	81	"BEPA"	2.00	"NT"	10.90	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		81	"BEPA"	3.00			9.00							
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	81	"BEPA"	4.00			9.00							
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	82	"BEPA"	2.00	"NT"	11.30	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		82	"BEPA"	3.00			9.00							
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	82	"BEPA"	4.00			9.00							
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	83	"BEPA"	2.00	"NT"	15.40	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		83	"BEPA"	3.00		15.50	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	83	"BEPA"	4.00			9.00							
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	84	"BEPA"	2.00	"NT"	17.30	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		84	"BEPA"	3.00		17.80	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	84	"BEPA"	4.00			9.00							
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	85	"TSCA"	2.00	"NT"	26.90	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		85	"TSCA"	3.00		28.30	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	85	"TSCA"	4.00		30.00	0.00		"B"	4				
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	86	"POTR"	2.00	"NT"	44.20	0.00	"D"						
1.00	"I5"	4/1/2005 0:00:00		86	"POTR"	3.00		46.40	0.00		"A"	3				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	86	"POTR"	4.00			8.00							"LIKELY HARVESTED"
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	87	"BEPA"	2.00	"NT"	17.60	0.00	"D"						
1.00	"I5"	4/1/2005 0:00:00		87	"BEPA"	3.00		18.60	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	87	"BEPA"	4.00		19.10	0.00		"A"	5				
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	88	"BEPA"	2.00	"NT"	25.80	0.00	"C"						
1.00	"I5"	4/1/2005 0:00:00		88	"BEPA"	3.00		26.10	0.00		"B"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	88	"BEPA"	4.00		26.40	0.00		"B"	4	10	19		
1.00	"I5"	6/28/2000 0:00:00	"RS, DH, LC"	89	"TSCA"	2.00	"NT"	9.70	0.00	"O"						
1.00	"I5"	4/1/2005 0:00:00		89	"TSCA"	3.00			9.00							
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	89	"TSCA"	4.00			9.00							
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	96	"ACRU"	4.00	"NT"	45.10	0.00		"A"	4				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	97	"TSCA"	4.00	"NT"	9.50	0.00		"D"	1				
1.00	"I5"	5/26/2010 0:00:00	"HV;PC;BR"	98	"TSCA"	4.00	"NT"	10.10	0.00		"D"	2				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	1	"ACSA"	1.00	"NT"	16.10	0.00	"C"						
1.00	"I6"	4/1/2000 0:00:00		1	"ACSA"	2.00			8.00							
1.00	"I6"	4/1/2005 0:00:00		1	"ACSA"	3.00		16.60	0.00		"B"	1				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	1	"ACSA"	4.00		17.60	0.00		"B"	1				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	2	"TSCA"	1.00	"NT"	13.30	0.00	"O"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	2	"TSCA"	2.00		13.90	0.00	"I"						
1.00	"I6"	4/1/2005 0:00:00		2	"TSCA"	3.00		14.40	0.00		"C"	0				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	2	"TSCA"	4.00		15.00	0.00		"C"	0				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	3	"BEPA"	1.00	"NT"	27.10	0.00	"C"						
1.00	"I6"	4/1/2000 0:00:00		3	"BEPA"	2.00			8.00							
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	4	"TSCA"	1.00	"NT"	14.40	0.00	"O"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	4	"TSCA"	2.00		15.40	0.00	"C"						
1.00	"I6"	4/1/2005 0:00:00		4	"TSCA"	3.00		15.40	0.00		"B"	0				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	4	"TSCA"	4.00		15.60	0.00		"C"	0				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	5	"BEPA"	1.00	"NT"	20.00	0.00	"C"						
1.00	"I6"	4/1/2000 0:00:00		5	"BEPA"	2.00			8.00							
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	6	"TSCA"	1.00	"NT"	26.60	0.00	"I"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	6	"TSCA"	2.00		27.30	0.00	"C"						
1.00	"I6"	4/1/2005 0:00:00		6	"TSCA"	3.00		28.60	0.00		"B"	1				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	6	"TSCA"	4.00		30.00	0.00		"B"	2	10	18		
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	7	"TSCA"	1.00	"NT"	9.90	0.00	"O"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	7	"TSCA"	2.00		10.10	0.00	"I"						
1.00	"I6"	4/1/2005 0:00:00		7	"TSCA"	3.00		10.20	0.00		"C"	0				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	7	"TSCA"	4.00		10.60	0.00		"C"	1				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	8	"ACRU"	1.00	"NT"	21.10	0.00	"C"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	8	"ACRU"	2.00		20.80	0.00	"C"						
1.00	"I6"	4/1/2005 0:00:00		8	"ACRU"	3.00		20.80	0.00		"B"	1				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	8	"ACRU"	4.00		21.20	0.00		"B"	1				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	9	"ACRU"	1.00	"NT"	18.80	0.00	"C"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	9	"ACRU"	2.00		20.90	0.00	"C"						
1.00	"I6"	4/1/2005 0:00:00		9	"ACRU"	3.00		21.40	0.00		"B"	1				
1.00	"I6"	5/26/2010 0:00:00	"HV;PC;BR"	9	"ACRU"	4.00		23.10	0.00		"B"	2				
1.00	"I6"	6/15/1995 0:00:00	"KB, MN, DS, TT, MM"	10	"ACRU"	1.00	"NT"	10.90	0.00	"I"						
1.00	"I6"	6/28/2000 0:00:00	"RS, DH, LC"	10	"ACRU"	2.00		11.50	0.00	"C"						
